키,몸무게,체지방율,성별
1680.0,58.2,26.5,여
1598.0,68.7,34.9,여
1534.0,58.4,31.0,여
1564.0,61.0,38.6,여
1621.0,72.0,36.6,여
1568.0,47.7,19.2,여
1479.0,68.2,35.4,여
1580.0,62.5,31.0,여
1530.0,58.7,35.9,여
1560.0,65.2,32.8,여
1527.0,57.6,30.7,여
1606.0,69.4,32.0,여
1525.0,57.5,34.9,여
1533.0,56.0,34.7,여
1578.0,49.8,25.1,여
1504.0,54.8,33.0,여
1594.0,49.8,28.9,여
1595.0,64.9,37.1,여
1532.0,47.1,29.7,여
1635.0,64.9,29.8,여
1690.0,86.6,40.6,여
1703.0,69.8,33.9,여
1714.0,86.9,42.7,여
1562.0,59.6,32.1,여
1610.0,60.6,30.7,여
1631.0,50.5,29.5,여
1522.0,61.7,38.4,여
1516.0,51.2,23.3,여
1625.0,49.1,23.5,여
1619.0,48.4,29.4,여
1638.0,56.6,30.2,여
1547.0,53.6,34.0,여
1525.0,59.7,37.6,여
1604.0,62.1,34.5,여
1584.0,58.2,34.9,여
1560.0,53.3,31.4,여
1660.0,54.8,30.9,여
1606.0,73.8,32.6,여
1553.0,44.6,17.2,여
1581.0,51.9,27.1,여
1605.0,64.8,36.8,여
1641.0,51.8,22.4,여
1610.0,63.2,30.2,여
1511.0,51.4,25.8,여
1539.0,49.0,26.0,여
1604.0,53.2,22.5,여
1555.0,59.9,32.3,여
1520.0,47.1,27.2,여
1600.0,53.4,25.4,여
1685.0,57.4,24.0,여
1560.0,64.4,34.3,여
1634.0,50.2,30.9,여
1621.0,61.6,30.3,여
1575.0,55.0,33.7,여
1563.0,61.8,31.9,여
1606.0,55.1,30.3,여
1580.0,49.6,26.7,여
1506.0,62.8,34.2,여
1683.0,55.8,24.1,여
1557.0,62.6,29.9,여
1600.0,66.2,38.4,여
1527.0,55.8,34.3,여
1541.0,55.6,28.6,여
1577.0,62.4,32.3,여
1510.0,86.0,49.6,여
1640.0,65.1,36.8,여
1750.0,71.0,32.7,여
1546.0,42.7,28.1,여
1570.0,57.3,31.2,여
1695.0,63.4,30.5,여
1551.0,57.9,32.3,여
1648.0,87.0,45.0,여
1769.0,77.7,20.6,남
1606.0,61.1,19.4,남
1780.0,63.5,15.8,남
1670.0,60.9,17.9,남
1639.0,58.0,14.6,남
1790.0,72.0,25.0,남
1722.0,71.4,15.9,남
1760.0,85.1,28.7,남
1681.0,83.1,25.2,남
1743.0,82.8,24.8,남
1690.0,72.9,21.2,남
1645.0,65.0,25.0,남
1763.0,62.5,21.2,남
1741.0,82.9,27.5,남
1724.0,79.0,18.4,남
1654.0,63.7,23.5,남
1719.0,68.0,14.3,남
1703.0,57.3,11.8,남
1649.0,53.7,16.1,남
1605.0,83.5,36.6,남
1705.0,57.9,12.8,남
1662.0,65.2,19.3,남
1800.0,97.4,28.9,남
1653.0,68.2,20.7,남
1691.0,56.7,10.6,남
1715.0,52.6,15.9,남
1710.0,64.4,13.4,남
1690.0,50.4,9.3,남
1829.0,87.7,17.0,남
1704.0,69.2,16.8,남
1781.0,60.1,11.2,남
1728.0,70.0,10.0,남
1816.0,81.8,24.4,남
1706.0,73.7,20.2,남
1645.0,63.6,24.8,남
1675.0,78.5,29.0,남
1736.0,59.1,11.8,남
1678.0,55.8,11.1,남
1675.0,81.1,28.5,남
1739.0,76.4,24.1,남
1747.0,64.3,17.0,남
1732.0,82.9,26.2,남
1725.0,67.4,13.4,남
1753.0,78.9,30.2,남
1613.0,55.7,24.1,남
1694.0,56.6,15.7,남
1806.0,56.8,13.5,남
1736.0,74.8,22.9,남
1667.0,67.5,16.7,남
1786.0,83.0,23.4,남
1743.0,111.1,30.2,남
1741.0,75.3,10.9,남
1724.0,76.0,23.7,남
1823.0,57.8,8.3,남
1729.0,77.6,25.5,남
1678.0,89.1,30.6,남
1720.0,74.8,22.8,남
1750.0,65.9,14.6,남
1654.0,56.5,17.9,남
1705.0,70.1,24.8,남
1694.0,52.8,10.1,남
1753.0,92.2,29.5,남
1754.0,60.9,16.3,남
1756.0,65.4,15.6,남
1680.0,67.5,21.0,남
1777.0,68.5,12.5,남
1643.0,82.4,32.2,남
1717.0,60.2,15.0,남
1658.0,65.1,23.1,남
1796.0,71.7,23.6,남
1733.0,68.0,16.9,남
1695.0,64.9,21.5,남
1720.0,69.7,25.2,남
1702.0,73.0,19.8,남
1665.0,69.1,21.6,남
1720.0,70.7,21.0,남
1735.0,64.3,11.9,남
1762.0,58.4,11.2,남
1673.0,62.2,18.6,남
1630.0,60.1,16.4,남
1671.0,82.8,27.9,남
1750.0,61.7,11.7,남
1677.0,114.6,39.9,남
1675.0,67.3,19.1,남
1745.0,82.4,22.8,남
1711.0,82.0,29.5,남
1819.0,87.3,25.5,남
1722.0,63.0,14.0,남
1666.0,60.7,14.6,남
1755.0,60.9,10.7,남
1745.0,93.5,22.0,남
1655.0,78.4,24.4,남
1651.0,63.1,17.8,남
1788.0,92.4,25.8,남
1585.0,59.8,19.4,남
1734.0,64.3,17.1,남
1748.0,92.8,20.1,남
1682.0,61.9,20.9,남
1680.0,55.6,10.9,남
1715.0,78.7,31.2,남
1715.0,62.6,15.5,남
1701.0,60.2,6.9,남
1782.0,91.8,30.4,남
1781.0,91.8,30.4,남
1745.0,57.2,9.8,남
1718.0,52.8,13.1,남
1804.0,72.6,17.3,남
1695.0,65.0,11.9,남
1709.0,64.0,21.0,남
1739.0,67.8,17.4,남
1575.0,58.7,30.5,여
1625.0,48.7,22.8,여
1575.0,49.4,24.2,여
1595.0,59.5,32.2,여
1544.0,50.9,29.6,여
1570.0,47.6,31.4,여
1545.0,50.8,29.7,여
1604.0,47.5,28.9,여
1653.0,57.2,28.6,여
1605.0,56.7,35.5,여
1473.0,62.1,35.6,여
1580.0,70.4,42.2,여
1459.0,42.6,28.6,여
1652.0,59.7,27.3,여
1660.0,68.6,38.2,여
1607.0,55.1,22.5,여
1558.0,51.1,30.8,여
1618.0,55.1,24.2,여
1616.0,49.0,19.3,여
1500.0,42.5,22.4,여
1584.0,51.0,24.7,여
1619.0,47.5,25.2,여
1594.0,72.8,34.6,여
1509.0,63.6,35.6,여
1697.0,57.5,19.3,여
1595.0,53.3,33.1,여
1632.0,53.7,24.2,여
1612.0,47.3,29.0,여
1539.0,40.8,26.5,여
1581.0,53.4,31.0,여
1588.0,51.7,28.8,여
1655.0,61.3,32.5,여
1575.0,66.7,38.0,여
1659.0,58.4,27.0,여
1544.0,57.0,28.3,여
1667.0,51.9,30.5,여
1456.0,49.8,25.0,여
1544.0,37.8,23.4,여
1617.0,57.8,28.1,여
1556.0,53.5,29.5,여
1550.0,48.1,32.2,여
1645.0,57.6,29.1,여
1609.0,50.2,26.0,여
1580.0,43.8,21.1,여
1540.0,59.4,39.3,여
1597.0,61.2,25.0,여
1605.0,59.9,34.0,여
1614.0,56.5,27.0,여
1648.0,48.0,19.3,여
1630.0,48.7,29.8,여
1606.0,49.7,26.1,여
1600.0,59.2,34.9,여
1662.0,63.9,30.6,여
1520.0,48.2,31.6,여
1593.0,64.4,40.7,여
1656.0,46.2,20.1,여
1720.0,54.9,28.2,여
1528.0,47.4,30.3,여
1620.0,61.8,30.8,여
1598.0,46.6,26.9,여
1561.0,56.0,35.2,여
1571.0,45.2,25.5,여
1715.0,70.6,33.8,여
1564.0,54.1,29.4,여
1637.0,55.4,26.2,여
1633.0,57.2,32.6,여
1633.0,55.8,33.5,여
1545.0,40.9,29.8,여
1666.0,66.2,35.0,여
1681.0,95.1,42.6,여
1650.0,62.3,33.1,여
1681.0,77.4,35.3,여
1509.0,45.5,27.0,여
1609.0,51.2,27.2,여
1633.0,55.3,31.4,여
1575.0,50.6,24.7,여
1710.0,73.0,31.9,여
1704.0,59.5,26.0,여
1644.0,53.4,21.6,여
1653.0,61.3,29.1,여
1688.0,60.9,23.4,여
1605.0,60.5,30.1,여
1603.0,55.0,24.9,여
1600.0,50.5,26.8,여
1594.0,49.3,28.3,여
1629.0,57.5,32.3,여
1725.0,63.8,27.8,여
1755.0,77.6,28.6,남
1675.0,67.6,20.9,남
1726.0,71.8,12.7,남
1730.0,67.7,15.7,남
1641.0,56.8,14.5,남
1714.0,59.2,15.6,남
1722.0,100.8,36.2,남
1744.0,71.3,19.5,남
1696.0,85.0,28.5,남
1786.0,97.8,25.9,남
1761.0,64.9,11.9,남
1750.0,77.9,14.3,남
1676.0,67.9,20.2,남
1655.0,45.0,5.3,남
1706.0,47.7,7.3,남
1729.0,62.9,12.9,남
1739.0,60.0,10.1,남
1745.0,68.8,17.1,남
1637.0,67.9,12.4,남
1808.0,62.6,5.4,남
1712.0,73.9,24.7,남
1720.0,63.1,21.5,남
1619.0,60.9,20.0,남
1695.0,76.2,24.7,남
1686.0,67.9,17.8,남
1739.0,96.4,33.6,남
1672.0,65.3,15.6,남
1693.0,67.5,16.3,남
1712.0,54.1,12.2,남
1706.0,75.9,28.6,남
1679.0,68.1,21.3,남
1704.0,71.9,19.6,남
1778.0,65.3,14.0,남
1733.0,73.1,17.1,남
1745.0,75.4,17.5,남
1633.0,61.4,20.9,남
1610.0,70.0,31.0,남
1752.0,75.1,26.7,남
1704.0,56.4,11.9,남
1715.0,68.4,17.8,남
1737.0,62.3,15.4,남
1820.0,79.3,12.8,남
1684.0,57.6,17.8,남
1760.0,89.2,23.3,남
1671.0,65.4,18.4,남
1840.0,81.9,16.1,남
1728.0,64.9,15.0,남
1729.0,60.1,14.8,남
1656.0,60.5,17.7,남
1713.0,52.1,9.8,남
1700.0,71.2,26.9,남
1776.0,66.6,16.3,남
1825.0,59.1,12.0,남
1768.0,70.6,20.1,남
1806.0,74.0,15.8,남
1675.0,70.7,25.3,남
1633.0,63.4,20.3,남
1654.0,62.6,29.4,여
1607.0,57.7,28.0,여
1685.0,52.7,23.7,여
1753.0,64.7,24.2,여
1645.0,48.4,21.3,여
1635.0,48.3,18.3,여
1510.0,56.7,37.2,여
1645.0,51.8,21.1,여
1641.0,54.9,28.0,여
1577.0,49.0,25.5,여
1545.0,42.2,21.3,여
1484.0,53.7,32.1,여
1600.0,83.4,42.5,여
1636.0,66.8,34.1,여
1631.0,52.9,29.0,여
1540.0,62.3,32.3,여
1595.0,63.0,31.9,여
1650.0,49.6,18.5,여
1493.0,57.6,42.5,여
1561.0,62.8,38.7,여
1599.0,61.9,34.5,여
1655.0,53.6,22.0,여
1724.0,60.5,24.8,여
1636.0,45.4,21.2,여
1728.0,97.5,42.4,여
1604.0,56.6,33.7,여
1595.0,46.4,24.4,여
1514.0,56.3,34.8,여
1631.0,56.9,24.7,여
1560.0,49.3,30.7,여
1663.0,48.9,19.6,여
1583.0,53.8,35.2,여
1740.0,84.3,25.9,남
1754.0,66.2,11.1,남
1733.0,71.4,23.0,남
1715.0,75.5,16.0,남
1710.0,70.0,21.5,남
1690.0,66.8,20.8,남
1722.0,79.7,24.6,남
1825.0,91.9,19.6,남
1735.0,77.8,22.7,남
1706.0,62.9,17.5,남
1755.0,75.7,22.3,남
1787.0,69.9,13.9,남
1700.0,67.2,23.1,남
1706.0,63.9,22.1,남
1817.0,71.3,16.7,남
1726.0,73.3,19.7,남
1718.0,68.3,18.8,남
1830.0,84.5,19.5,남
1627.0,61.3,19.8,남
1638.0,60.9,12.5,남
1619.0,65.0,24.9,남
1786.0,76.3,20.8,남
1724.0,59.4,17.4,남
1738.0,78.0,23.7,남
1693.0,78.5,28.3,남
1780.0,83.3,23.2,남
1788.0,74.1,21.1,남
1684.0,51.7,10.9,남
1770.0,70.5,13.0,남
1874.0,76.5,9.6,남
1683.0,64.1,24.3,남
1696.0,72.5,27.5,남
1670.0,66.1,19.3,남
1766.0,81.7,28.1,남
1750.0,87.0,21.2,남
1794.0,68.0,17.0,남
1710.0,76.2,27.2,남
1710.0,67.3,24.4,남
1716.0,75.9,19.8,남
1747.0,81.7,20.5,남
1633.0,68.5,22.1,남
1791.0,67.3,15.7,남
1666.0,50.7,16.5,남
1750.0,67.7,13.8,남
1691.0,59.8,16.6,남
1572.0,54.8,31.6,여
1503.0,57.1,32.0,여
1520.0,53.1,36.7,여
1555.0,56.0,31.9,여
1540.0,47.4,30.0,여
1536.0,54.4,32.2,여
1591.0,50.6,28.1,여
1627.0,53.5,25.9,여
1665.0,50.1,20.9,여
1645.0,54.5,28.3,여
1644.0,61.8,39.9,여
1563.0,64.6,30.3,여
1560.0,44.7,25.0,여
1640.0,56.5,26.2,여
1611.0,71.4,37.3,여
1568.0,48.5,25.3,여
1645.0,66.5,32.8,여
1527.0,51.0,31.1,여
1624.0,62.0,31.0,여
1565.0,55.8,29.5,여
1647.0,51.4,17.4,여
1700.0,75.4,35.3,여
1617.0,44.9,30.1,여
1610.0,44.8,23.4,여
1663.0,53.9,25.2,여
1677.0,62.5,29.7,여
1664.0,52.8,27.5,여
1675.0,53.1,27.0,여
1585.0,63.2,38.1,여
1725.0,49.8,21.5,여
1572.0,49.3,23.2,여
1644.0,61.2,33.7,여
1615.0,47.9,32.4,여
1582.0,52.5,27.4,여
1766.0,74.9,32.7,여
1563.0,49.3,25.4,여
1596.0,47.3,19.4,여
1484.0,58.0,35.9,여
1584.0,55.4,30.5,여
1690.0,57.2,27.7,여
1554.0,52.8,34.4,여
1650.0,52.1,20.1,여
1574.0,61.2,32.1,여
1551.0,51.5,23.5,여
1513.0,58.0,32.1,여
1655.0,66.2,37.0,여
1540.0,40.7,20.4,여
1580.0,43.6,19.9,여
1575.0,49.2,28.7,여
1624.0,52.1,31.0,여
1525.0,57.0,38.2,여
1648.0,43.3,24.9,여
1512.0,41.8,29.9,여
1600.0,45.9,27.5,여
1592.0,60.0,29.4,여
1659.0,57.7,24.6,여
1541.0,55.7,31.5,여
1744.0,52.8,29.6,여
1587.0,75.6,38.3,여
1610.0,50.9,31.4,여
1727.0,53.2,19.9,여
1561.0,54.0,34.3,여
1585.0,46.1,25.3,여
1605.0,50.1,20.7,여
1548.0,49.9,36.0,여
1680.0,53.8,24.6,여
1610.0,54.3,18.9,여
1535.0,59.2,38.4,여
1550.0,46.1,28.0,여
1512.0,44.5,22.1,여
1619.0,61.1,30.4,여
1681.0,53.1,23.7,여
1574.0,41.8,31.2,여
1568.0,50.6,29.0,여
1675.0,64.8,32.6,여
1666.0,53.8,19.1,여
1705.0,61.5,17.4,여
1520.0,72.2,39.3,여
1540.0,63.8,38.8,여
1715.0,60.0,27.3,여
1620.0,52.8,34.4,여
1531.0,54.9,30.8,여
1634.0,51.4,24.9,여
1610.0,46.9,18.5,여
1656.0,50.2,23.9,여
1566.0,60.3,31.2,여
1620.0,74.6,44.7,여
1661.0,68.4,32.4,여
1650.0,52.9,29.5,여
1535.0,53.9,27.8,여
1568.0,50.1,26.8,여
1614.0,59.2,27.3,여
1570.0,54.8,33.0,여
1777.0,90.0,28.7,남
1541.0,55.2,21.1,남
1705.0,71.5,19.1,남
1651.0,62.4,14.7,남
1555.0,55.1,26.1,남
1725.0,69.1,21.2,남
1745.0,72.0,26.6,남
1590.0,58.2,20.0,남
1630.0,60.3,19.5,남
1720.0,65.9,23.9,남
1745.0,78.3,22.3,남
1820.0,60.4,8.1,남
1749.0,71.2,14.8,남
1875.0,69.5,18.7,남
1839.0,76.4,15.0,남
1790.0,58.7,11.3,남
1804.0,77.5,19.5,남
1844.0,91.0,20.6,남
1638.0,62.2,15.1,남
1560.0,57.9,30.1,여
1615.0,59.8,28.0,여
1664.0,73.5,32.7,여
1649.0,73.6,40.1,여
1578.0,45.2,27.0,여
1520.0,54.6,35.2,여
1587.0,55.8,31.9,여
1710.0,78.1,38.7,남
1760.0,76.9,20.4,남
1750.0,68.6,12.5,남
1681.0,59.8,20.4,남
1745.0,58.2,14.5,남
1784.0,77.6,25.4,남
1724.0,66.7,18.0,남
1770.0,78.1,23.7,남
1755.0,83.3,28.0,남
1796.0,72.4,22.3,남
1788.0,66.2,14.9,남
1768.0,60.9,22.6,남
1725.0,68.5,18.7,남
1793.0,73.6,13.4,남
1685.0,69.2,23.5,남
1769.0,71.1,12.4,남
1800.0,71.2,22.5,남
1668.0,50.1,11.7,남
1635.0,69.6,23.8,남
1744.0,77.5,27.2,남
1800.0,72.8,16.4,남
1765.0,55.9,17.3,남
1536.0,54.2,26.5,여
1675.0,63.3,21.7,남
1665.0,68.8,32.3,남
1820.0,73.9,20.7,남
1783.0,63.6,20.8,남
1785.0,73.6,18.7,남
1738.0,60.8,14.2,남
1765.0,67.1,17.6,남
1514.0,45.0,21.8,여
1595.0,73.3,34.1,여
1595.0,63.8,33.6,여
1635.0,63.5,33.0,여
1510.0,54.2,37.1,여
1624.0,48.3,21.3,여
1470.0,47.4,33.1,여
1606.0,46.6,22.3,여
1575.0,46.6,24.9,여
1661.0,50.4,23.1,여
1580.0,46.7,38.0,여
1651.0,69.2,31.7,여
1611.0,52.2,26.1,여
1505.0,53.9,35.3,여
1735.0,82.2,30.2,여
1610.0,55.7,28.7,여
1590.0,47.6,1.2,여
1560.0,41.2,23.4,여
1520.0,41.6,27.4,여
1624.0,46.4,15.3,여
1612.0,68.7,42.3,여
1610.0,58.0,31.7,여
1576.0,56.3,32.8,여
1630.0,57.4,32.9,여
1571.0,56.8,33.2,여
1600.0,58.7,33.2,여
1650.0,62.4,31.8,여
1570.0,47.0,23.0,여
1550.0,58.3,38.3,여
1586.0,82.0,37.3,여
1563.0,61.6,30.5,여
1511.0,61.1,35.3,여
1584.0,58.3,32.2,여
1506.0,60.9,31.8,여
1633.0,53.6,21.1,남
1605.0,45.2,14.4,남
1605.0,52.9,21.5,남
1797.0,69.2,13.6,남
1684.0,55.6,11.3,남
1584.0,57.3,24.7,남
1640.0,73.1,26.7,남
1704.0,66.6,25.7,남
1739.0,82.1,22.6,남
1753.0,90.6,30.4,남
1758.0,74.3,23.9,남
1654.0,58.7,18.4,남
1750.0,65.4,10.6,남
1714.0,67.9,28.1,남
1695.0,58.8,17.6,남
1726.0,75.5,26.3,남
1685.0,63.7,22.1,남
1593.0,60.5,32.4,여
1625.0,74.9,42.8,여
1474.0,61.5,40.0,여
1522.0,57.8,32.8,여
1639.0,51.0,25.8,여
1626.0,50.0,24.7,여
1620.0,48.5,26.4,여
1540.0,70.4,32.8,여
1605.0,56.2,31.3,여
1640.0,53.5,22.1,여
1575.0,46.9,26.1,여
1606.0,70.4,34.6,여
1658.0,53.1,18.7,여
1694.0,65.5,32.4,여
1542.0,50.5,29.2,여
1645.0,58.2,32.2,여
1527.0,48.5,33.3,여
1611.0,87.1,43.5,여
1570.0,59.5,32.6,여
1670.0,61.0,32.8,여
1650.0,44.8,16.0,여
1569.0,53.0,34.1,여
1622.0,52.5,24.4,여
1645.0,58.2,27.1,여
1625.0,53.0,29.3,여
1635.0,62.1,29.9,여
1616.0,52.3,25.2,여
1649.0,48.3,21.0,여
1633.0,52.0,24.2,여
1610.0,56.2,30.7,여
1629.0,50.1,23.8,여
1630.0,54.6,26.9,여
1620.0,58.2,28.6,여
1580.0,48.3,21.3,여
1545.0,46.9,32.1,여
1581.0,47.3,22.9,여
1560.0,50.9,35.0,여
1580.0,48.9,27.8,여
1654.0,52.7,27.6,여
1610.0,58.8,33.5,여
1634.0,53.0,27.5,여
1495.0,46.2,26.8,여
1672.0,60.7,27.5,여
1562.0,49.2,25.9,여
1661.0,52.7,25.1,여
1525.0,65.3,38.5,여
1669.0,42.4,14.7,여
1535.0,54.0,34.3,여
1601.0,53.0,28.7,여
1617.0,50.4,18.2,여
1590.0,47.2,21.1,여
1640.0,60.4,32.3,여
1603.0,52.3,30.6,여
1589.0,54.0,28.4,여
1703.0,61.2,28.6,여
1629.0,57.6,27.9,여
1583.0,52.6,32.3,여
1550.0,53.9,28.6,여
1580.0,43.4,22.4,여
1570.0,61.3,40.2,여
1843.0,77.5,14.9,남
1735.0,66.7,14.2,남
1780.0,75.7,13.0,남
1803.0,73.0,13.8,남
1653.0,67.2,17.8,남
1630.0,55.9,17.0,남
1731.0,68.3,18.5,남
1715.0,70.6,20.7,남
1644.0,76.5,27.6,남
1678.0,53.9,10.4,남
1714.0,56.3,7.3,남
1776.0,55.3,13.1,남
1680.0,66.7,21.8,남
1788.0,72.6,14.6,남
1717.0,48.0,12.4,남
1655.0,64.9,14.0,남
1745.0,63.9,16.9,남
1739.0,61.6,12.4,남
1664.0,66.2,31.8,남
1755.0,72.7,14.5,남
1810.0,78.6,20.3,남
1745.0,78.3,20.5,남
1710.0,78.1,29.5,남
1843.0,62.8,8.9,남
1730.0,73.0,21.3,남
1836.0,65.2,13.9,남
1648.0,74.5,32.9,남
1703.0,59.6,12.3,남
1682.0,93.7,30.3,남
1700.0,66.9,19.1,남
1711.0,70.2,13.8,남
1775.0,103.5,30.6,남
1830.0,107.4,26.9,남
1770.0,72.4,16.7,남
1690.0,67.2,21.6,남
1905.0,80.3,16.7,남
1732.0,63.1,18.0,남
1758.0,66.7,21.2,남
1776.0,81.4,25.3,남
1821.0,66.2,9.5,남
1772.0,82.5,24.7,남
1730.0,79.4,29.7,남
1735.0,84.1,28.1,남
1767.0,69.0,12.9,남
1774.0,67.2,15.0,남
1805.0,75.8,21.2,남
1736.0,63.0,13.7,남
1750.0,71.2,18.2,남
1710.0,64.5,8.7,남
1814.0,64.4,5.5,남
1775.0,59.6,12.8,남
1720.0,53.8,9.8,남
1712.0,72.7,14.7,남
1682.0,70.7,23.1,남
1725.0,58.1,13.4,남
1630.0,66.3,28.1,남
1799.0,75.0,16.6,남
1777.0,84.1,19.2,남
1720.0,65.2,15.4,남
1694.0,60.7,15.6,남
1720.0,54.4,14.0,남
1746.0,78.8,20.1,남
1691.0,73.6,17.0,남
1715.0,60.0,13.3,남
1684.0,69.5,21.7,남
1740.0,67.9,18.9,남
1724.0,87.3,29.6,남
1757.0,74.1,18.6,남
1669.0,63.4,17.5,남
1700.0,67.5,15.9,남
1708.0,63.8,14.8,남
1854.0,82.0,18.4,남
1790.0,78.0,25.2,남
1808.0,76.6,20.7,남
1790.0,95.2,21.8,남
1669.0,54.1,23.6,여
1636.0,71.0,25.4,남
1777.0,79.2,19.9,남
1721.0,66.0,23.2,남
1620.0,50.6,29.4,여
1626.0,54.1,28.9,여
1650.0,46.9,20.6,여
1622.0,51.2,29.9,여
1541.0,40.5,23.6,여
1562.0,54.3,24.5,여
1567.0,48.8,24.5,여
1556.0,46.7,31.9,여
1594.0,49.8,28.9,여
1640.0,60.6,28.4,여
1557.0,50.1,25.1,여
1610.0,59.2,31.9,여
1648.0,55.3,25.3,여
1630.0,64.6,37.0,여
1628.0,58.4,27.3,여
1653.0,63.1,30.6,여
1609.0,60.4,37.1,여
1602.0,61.8,28.5,여
1613.0,49.6,19.6,여
1630.0,55.6,34.0,여
1603.0,49.5,25.8,여
1598.0,50.2,28.3,여
1640.0,64.6,34.0,여
1600.0,55.6,29.7,여
1660.0,49.4,20.8,여
1670.0,82.0,37.7,여
1617.0,50.8,24.9,여
1520.0,47.0,29.1,여
1614.0,64.0,37.9,여
1669.0,59.5,24.9,여
1545.0,50.0,34.0,여
1627.0,55.7,28.1,여
1595.0,46.7,21.8,여
1615.0,59.1,33.0,여
1562.0,44.8,26.4,여
1564.0,46.7,25.0,여
1540.0,52.6,22.9,여
1600.0,58.9,31.2,여
1584.0,58.0,36.1,여
1571.0,48.5,29.7,여
1590.0,56.5,30.1,여
1720.0,62.5,28.8,여
1501.0,40.0,26.6,여
1651.0,49.3,23.2,여
1845.0,81.0,16.2,남
1680.0,51.3,10.5,남
1732.0,65.4,18.3,남
1770.0,71.9,22.9,남
1814.0,70.7,15.6,남
1770.0,61.5,15.3,남
1695.0,70.5,26.5,남
1709.0,69.1,20.7,남
1735.0,79.0,27.4,남
1820.0,83.0,15.3,남
1827.0,68.0,16.7,남
1702.0,71.2,31.7,남
1627.0,63.9,26.0,남
1733.0,69.2,1.3,남
1760.0,82.1,20.8,남
1745.0,65.7,19.9,남
1721.0,65.4,20.7,남
1724.0,73.5,25.2,남
1731.0,64.4,20.2,남
1639.0,67.7,21.0,남
1764.0,70.0,24.2,남
1794.0,61.1,12.7,남
1740.0,65.2,12.2,남
1760.0,80.5,21.2,남
1788.0,95.7,30.3,남
1681.0,62.4,15.6,남
1720.0,61.0,9.0,남
1699.0,66.0,20.4,남
1655.0,52.7,21.8,여
1650.0,70.5,37.5,여
1555.0,51.5,30.6,여
1635.0,58.2,34.9,여
1519.0,51.2,39.6,여
1606.0,42.9,21.7,여
1620.0,64.0,39.4,여
1566.0,53.8,35.1,여
1568.0,63.2,36.7,여
1620.0,64.0,30.1,여
1644.0,51.2,18.9,여
1520.0,57.1,35.4,여
1620.0,51.7,21.8,여
1657.0,54.7,3.0,여
1582.0,61.5,36.0,여
1601.0,52.9,25.4,여
1620.0,43.8,21.3,여
1632.0,48.8,19.8,여
1562.0,50.2,35.3,여
1590.0,60.0,32.4,여
1562.0,46.7,27.5,여
1636.0,64.2,35.1,여
1608.0,50.3,27.3,여
1576.0,53.0,40.5,여
1605.0,59.3,32.0,여
1554.0,49.3,33.0,여
1655.0,51.7,27.8,여
1675.0,50.2,24.7,여
1615.0,53.7,33.9,여
1599.0,49.8,35.2,여
1526.0,50.6,28.0,여
1604.0,53.7,29.2,여
1653.0,66.2,29.1,여
1630.0,61.7,27.6,여
1619.0,62.8,35.3,여
1598.0,63.8,28.8,여
1656.0,91.4,41.0,여
1629.0,54.0,29.7,여
1650.0,55.9,25.6,여
1598.0,62.3,36.5,여
1675.0,54.4,26.0,여
1600.0,67.5,37.7,여
1590.0,67.0,32.6,여
1610.0,57.6,32.0,여
1559.0,49.7,30.7,여
1616.0,45.2,21.5,여
1603.0,86.4,44.2,여
1546.0,45.0,26.4,여
1559.0,42.7,22.2,여
1611.0,43.7,24.7,여
1550.0,42.2,28.7,여
1603.0,47.7,18.6,여
1588.0,46.9,31.3,여
1713.0,83.6,27.7,남
1710.0,63.5,14.9,남
1786.0,74.7,18.9,남
1756.0,65.6,17.8,남
1741.0,77.2,32.5,남
1737.0,62.6,11.9,남
1690.0,54.4,16.1,남
1737.0,90.8,25.0,남
1805.0,87.3,14.7,남
1674.0,76.4,31.2,남
1760.0,70.9,22.3,남
1732.0,76.1,25.1,남
1684.0,45.1,11.5,남
1715.0,70.6,18.9,남
1729.0,65.1,24.0,남
1720.0,69.8,10.9,남
1631.0,73.8,29.5,남
1671.0,72.2,24.6,남
1785.0,81.1,22.3,남
1657.0,63.2,16.6,남
1774.0,63.7,27.3,남
1743.0,63.0,19.8,남
1618.0,65.3,25.4,남
1621.0,70.1,17.7,남
1825.0,75.4,20.7,남
1660.0,62.6,22.0,남
1670.0,67.8,20.1,남
1683.0,78.9,24.9,남
1715.0,62.7,20.0,남
1751.0,81.1,24.3,남
1786.0,57.6,13.9,남
1788.0,70.3,10.9,남
1695.0,58.0,9.6,남
1691.0,53.4,14.9,남
1695.0,63.0,17.9,남
1735.0,60.3,6.8,남
1845.0,71.8,14.2,남
1764.0,67.4,17.8,남
1669.0,55.0,24.3,여
1597.0,45.1,24.9,여
1557.0,55.1,30.9,여
1647.0,48.2,23.2,여
1593.0,57.6,27.3,여
1566.0,58.2,36.4,여
1565.0,46.3,25.4,여
1670.0,51.8,23.7,여
1683.0,66.9,35.3,여
1644.0,56.7,34.2,여
1595.0,58.8,32.1,여
1531.0,55.2,36.7,여
1482.0,40.8,25.5,여
1700.0,44.4,22.2,여
1482.0,45.5,36.1,여
1634.0,58.5,34.1,여
1626.0,82.1,42.8,여
1594.0,52.1,27.4,여
1611.0,48.4,30.7,여
1632.0,62.9,37.5,여
1574.0,52.2,30.1,여
1550.0,46.6,24.8,여
1576.0,53.2,31.2,여
1560.0,53.7,35.0,여
1592.0,54.3,26.0,여
1686.0,66.4,23.7,여
1465.0,61.4,44.0,여
