키,몸무게,체지방율,성별
1649.0,69.0,22.1,남
1560.0,53.6,33.4,여
1561.0,48.2,28.6,여
1650.0,54.7,27.3,여
1594.0,58.8,39.2,여
1525.0,50.0,20.7,여
1606.0,60.0,39.1,여
1670.0,58.4,27.1,여
1790.0,55.5,12.2,남
1784.0,74.4,15.5,남
1675.0,66.1,22.1,남
1760.0,78.0,23.9,남
1713.0,70.7,19.1,남
1670.0,51.6,10.4,남
1724.0,64.9,21.6,남
1734.0,95.4,34.4,남
1675.0,73.5,20.6,남
1749.0,90.7,27.9,남
1724.0,58.0,11.2,남
1795.0,77.1,14.9,남
1661.0,54.7,11.3,남
1655.0,69.8,21.4,남
1626.0,50.0,22.0,남
1905.0,70.9,8.2,남
1777.0,53.6,8.9,남
1739.0,62.8,9.6,남
1790.0,55.8,8.3,남
1641.0,50.2,17.3,남
1809.0,63.8,10.0,남
1738.0,47.9,12.2,남
1693.0,47.3,13.2,남
1686.0,46.7,8.5,남
1759.0,69.3,19.9,남
1664.0,50.4,10.7,남
1716.0,55.9,10.2,남
1690.0,65.4,20.5,남
1592.0,60.7,37.6,여
1585.0,75.1,46.9,여
1562.0,45.0,27.0,여
1566.0,51.8,32.7,여
1659.0,66.8,33.2,여
1625.0,61.6,27.3,여
1564.0,60.8,41.0,여
1536.0,59.1,37.0,여
1491.0,58.9,41.4,여
1631.0,52.6,28.1,여
1535.0,52.7,29.3,여
1580.0,44.8,28.2,여
1586.0,49.5,29.3,여
1549.0,64.3,40.1,여
1599.0,61.8,40.1,여
1478.0,41.7,20.4,여
1604.0,67.8,38.7,여
1630.0,52.6,29.9,여
1616.0,45.3,27.9,여
1590.0,52.0,30.1,여
1546.0,43.4,24.7,여
1596.0,50.4,27.0,여
1645.0,50.9,22.4,여
1574.0,41.1,17.5,여
1601.0,61.9,37.9,여
1647.0,66.5,36.5,여
1650.0,45.6,6.3,남
1720.0,72.0,25.0,남
1757.0,57.3,11.1,남
1580.0,42.9,10.6,남
1728.0,56.1,15.7,남
1660.0,52.7,15.4,남
1735.0,58.7,10.4,남
1736.0,62.5,12.3,남
1729.0,53.1,12.3,남
1711.0,57.4,10.7,남
1672.0,62.1,13.6,남
1695.0,68.4,16.7,남
1752.0,86.2,27.6,남
1740.0,68.5,22.2,남
1716.0,49.2,14.1,남
1689.0,63.1,25.7,남
1697.0,52.9,11.1,남
1690.0,50.0,10.7,남
1732.0,55.3,17.1,남
1775.0,101.7,29.1,남
1715.0,48.9,9.0,남
1800.0,75.1,17.4,남
1807.0,125.3,35.3,남
1794.0,75.1,17.1,남
1794.0,97.4,28.5,남
1715.0,59.7,15.2,남
1814.0,57.6,12.3,남
1580.0,51.6,25.0,여
1707.0,56.9,10.6,남
1735.0,63.4,24.0,남
1907.0,88.7,13.2,남
1703.0,59.0,11.5,남
1685.0,48.8,14.4,남
1620.0,63.5,27.7,여
1570.0,48.1,29.9,여
1609.0,57.2,26.8,여
1560.0,40.6,28.7,여
1568.0,45.3,20.4,여
1634.0,51.8,24.0,여
1564.0,57.2,31.8,여
1716.0,50.3,20.2,여
1561.0,47.3,27.2,여
1656.0,61.0,29.6,여
1520.0,49.4,33.2,여
1650.0,61.5,35.1,여
1584.0,46.9,26.6,여
1514.0,55.6,39.0,여
1558.0,42.1,23.9,여
1595.0,51.4,28.4,여
1527.0,55.3,32.3,여
1521.0,49.6,31.5,여
1526.0,48.2,30.4,여
1653.0,57.7,30.6,여
1535.0,42.5,10.9,여
1581.0,59.7,31.8,여
1724.0,53.2,26.8,여
1645.0,56.5,26.3,여
1584.0,39.0,20.8,여
1620.0,47.3,21.9,여
1650.0,68.4,22.1,남
1765.0,62.6,17.4,남
1740.0,60.8,10.8,남
1784.0,68.2,16.3,남
1825.0,74.1,22.3,남
1702.0,63.5,10.8,남
1674.0,102.7,36.6,남
1754.0,76.6,18.2,남
1755.0,80.1,14.7,남
1860.0,101.8,16.7,남
1777.0,79.1,21.5,남
1776.0,84.8,23.3,남
1728.0,57.7,8.2,남
1795.0,85.5,15.7,남
1702.0,54.5,12.4,남
1816.0,68.8,11.5,남
1686.0,58.5,14.2,남
1720.0,64.7,19.2,남
1655.0,55.6,20.4,남
1732.0,65.2,9.5,남
1780.0,85.3,19.4,남
1855.0,77.4,17.2,남
1718.0,61.8,9.4,남
1753.0,69.0,14.1,남
1690.0,61.7,17.3,남
1764.0,79.4,16.6,남
1715.0,64.6,11.7,남
1688.0,70.8,21.1,남
1740.0,57.2,8.8,남
1790.0,57.5,6.4,남
1755.0,92.0,25.3,남
1830.0,78.5,15.7,남
1738.0,68.7,9.5,남
1660.0,62.9,16.9,남
1710.0,65.5,18.3,남
1805.0,78.7,25.4,남
1710.0,76.7,20.3,남
1678.0,73.6,24.5,남
1785.0,71.9,9.7,남
1820.0,68.1,7.3,남
1724.0,54.2,15.9,남
1722.0,71.6,18.3,남
1770.0,89.4,25.1,남
1875.0,77.8,9.0,남
1683.0,58.2,23.9,남
1780.0,70.5,20.4,남
1691.0,63.9,15.3,남
1695.0,56.9,12.9,남
1624.0,55.5,12.3,남
1743.0,61.0,15.7,남
1757.0,56.7,11.4,남
1732.0,67.2,16.3,남
1740.0,65.9,15.2,남
1758.0,73.6,10.5,남
1764.0,68.8,22.4,남
1669.0,72.0,20.3,남
1717.0,75.1,16.7,남
1670.0,67.8,15.4,남
1750.0,66.4,11.0,남
1784.0,78.0,22.5,남
1691.0,71.8,19.8,남
1795.0,80.0,20.1,남
1804.0,78.7,25.8,남
1682.0,67.0,20.2,남
1810.0,73.8,17.0,남
1760.0,75.0,20.9,남
1725.0,85.7,24.7,남
1744.0,79.0,20.1,남
1650.0,53.3,13.1,남
1735.0,76.4,19.8,남
1640.0,55.1,14.0,남
1718.0,63.1,8.3,남
1765.0,67.4,17.0,남
1686.0,54.1,11.2,남
1744.0,68.9,8.1,남
1685.0,61.9,15.4,남
1745.0,57.2,12.3,남
1784.0,69.9,14.6,남
1695.0,58.6,17.6,남
1754.0,64.4,18.2,남
1770.0,76.7,16.8,남
1658.0,53.3,17.1,남
1725.0,63.1,8.9,남
1583.0,51.2,29.8,여
1651.0,56.4,25.0,여
1636.0,53.6,29.7,여
1525.0,52.0,26.8,여
1661.0,60.6,25.9,여
1687.0,76.6,32.5,여
1493.0,49.7,37.6,여
1618.0,65.3,38.2,여
1644.0,45.8,23.0,여
1617.0,59.1,31.8,여
1628.0,55.6,28.0,여
1594.0,54.1,31.3,여
1559.0,61.7,30.0,여
1568.0,60.2,33.7,여
1585.0,46.0,18.1,여
1609.0,55.9,32.0,여
1615.0,63.5,29.7,여
1616.0,66.7,33.5,여
1590.0,54.3,27.0,여
1589.0,50.4,32.1,여
1614.0,53.0,27.6,여
1523.0,46.1,29.3,여
1571.0,50.4,25.5,여
1627.0,49.5,24.0,여
1625.0,45.8,22.5,여
1627.0,56.0,23.8,여
1664.0,61.4,32.0,여
1684.0,59.6,26.3,여
1615.0,51.5,26.8,여
1655.0,53.7,21.0,여
1671.0,55.5,26.0,여
1540.0,62.5,35.4,여
1668.0,56.9,32.1,여
1613.0,49.1,30.6,여
1769.0,87.6,31.5,남
1739.0,53.1,6.5,남
1649.0,52.5,27.7,여
1563.0,55.9,33.7,여
1684.0,61.4,33.8,여
1640.0,47.6,24.6,여
1518.0,67.3,44.0,여
1594.0,47.8,25.2,여
1623.0,58.2,28.3,여
1545.0,63.7,38.5,여
1564.0,49.2,29.6,여
1618.0,65.5,30.0,여
1582.0,54.1,31.5,여
1596.0,61.1,34.7,여
1603.0,52.2,32.3,여
1648.0,51.9,25.1,여
1610.0,50.2,32.3,여
1601.0,56.8,32.3,여
1667.0,69.6,34.6,여
1614.0,48.7,28.1,여
1641.0,54.5,32.6,여
1676.0,61.8,25.7,여
1649.0,54.2,22.1,여
1638.0,60.0,30.3,여
1646.0,55.4,18.6,여
1719.0,77.3,37.2,여
1656.0,59.6,26.9,여
1606.0,48.1,23.5,여
1580.0,49.7,27.7,여
1571.0,55.0,26.0,여
1619.0,49.3,28.8,여
1585.0,45.1,18.5,여
1634.0,48.2,17.6,여
1654.0,54.5,22.9,여
1645.0,55.4,24.1,여
1631.0,51.6,19.7,여
1618.0,56.4,27.8,여
1591.0,55.8,34.0,여
1675.0,59.9,23.8,여
1610.0,50.9,25.8,여
1685.0,68.1,30.0,여
1660.0,70.2,31.7,여
1532.0,52.7,34.5,여
1710.0,75.1,34.8,여
1654.0,56.6,19.7,여
1613.0,62.7,31.7,여
1612.0,51.9,21.9,여
1629.0,48.3,17.1,여
1684.0,59.8,21.4,여
1550.0,44.4,22.8,여
1639.0,49.1,24.2,여
1670.0,56.6,22.0,여
1634.0,68.0,33.0,여
1626.0,57.9,23.5,여
1513.0,50.8,29.9,여
1613.0,46.6,23.6,여
1667.0,55.3,27.9,여
1559.0,49.2,27.3,여
1569.0,50.0,20.6,여
1541.0,51.7,32.7,여
1686.0,54.4,20.4,여
1661.0,54.9,32.3,여
1710.0,56.6,18.3,여
1695.0,71.4,27.9,여
1573.0,55.0,33.3,여
1625.0,54.6,32.0,여
1652.0,51.1,15.9,여
1678.0,53.9,22.8,여
1610.0,50.8,26.6,여
1524.0,58.9,33.8,여
1635.0,51.0,21.3,여
1617.0,55.3,26.2,여
1666.0,54.6,23.6,여
1632.0,56.6,32.0,여
1740.0,57.7,19.6,여
1624.0,47.4,27.0,여
1643.0,70.5,37.1,남
1664.0,51.2,5.8,남
1730.0,64.0,20.2,남
1798.0,93.4,20.2,남
1803.0,60.7,9.0,남
1777.0,63.2,12.5,남
1774.0,61.8,3.4,남
1712.0,65.4,11.3,남
1746.0,65.8,12.1,남
1730.0,67.2,12.1,남
1734.0,68.1,22.0,남
1647.0,74.8,24.5,남
1790.0,68.0,11.4,남
1715.0,67.8,18.1,남
1642.0,65.6,12.7,남
1773.0,75.3,49.4,남
1670.0,67.0,27.0,남
1835.0,88.4,14.4,남
1764.0,74.9,26.4,남
1685.0,61.3,17.6,남
1734.0,78.8,21.3,남
1715.0,63.5,15.4,남
1668.0,73.9,24.0,남
1835.0,101.1,27.2,남
1600.0,55.6,27.9,여
1613.0,56.2,32.0,여
1560.0,58.4,36.9,여
1660.0,52.7,20.3,여
1549.0,53.5,36.2,여
1740.0,50.6,15.7,여
1654.0,96.0,39.3,여
1665.0,81.8,37.3,여
1625.0,104.8,41.8,여
1662.0,61.9,28.0,여
1630.0,58.2,36.2,여
1589.0,51.9,29.4,여
1603.0,44.8,22.9,여
1600.0,58.6,37.5,여
1633.0,64.8,30.8,여
1599.0,73.1,35.1,여
1682.0,106.9,45.1,여
1570.0,49.3,23.1,여
1577.0,52.9,31.4,여
1638.0,59.5,33.4,여
1595.0,52.6,30.6,여
1610.0,62.5,31.8,여
1525.0,47.0,25.9,여
1636.0,56.7,24.9,여
1479.0,53.3,42.4,여
1594.0,58.3,28.0,여
1615.0,62.9,24.4,여
1720.0,58.6,18.1,여
1547.0,60.0,33.2,여
1600.0,52.9,26.5,여
1593.0,49.4,27.8,여
1610.0,52.6,30.8,여
1614.0,54.9,25.9,여
1468.0,53.5,37.2,여
1740.0,70.7,21.3,여
1663.0,52.2,22.3,여
1655.0,55.8,24.5,여
1679.0,63.0,34.8,여
1610.0,47.4,23.3,여
1660.0,65.9,27.0,여
1630.0,67.3,32.2,여
1570.0,55.5,31.2,여
1625.0,60.6,21.6,여
1605.0,58.0,28.0,여
1694.0,58.2,22.3,여
1681.0,90.8,44.8,여
1591.0,56.3,33.5,여
1566.0,50.6,28.3,여
1619.0,54.6,34.4,여
1514.0,48.0,31.4,여
1640.0,49.5,25.0,여
1624.0,51.8,23.6,여
1618.0,57.8,29.9,여
1528.0,47.8,24.3,여
1610.0,53.5,33.9,여
1647.0,52.0,22.5,여
1625.0,65.7,28.1,여
1636.0,54.1,25.4,여
1611.0,69.2,32.1,여
1705.0,72.6,27.5,여
1690.0,62.9,34.1,여
1630.0,47.9,22.2,여
1680.0,56.8,26.0,여
1630.0,50.3,24.4,여
1645.0,53.8,22.6,여
1591.0,59.4,35.9,여
1557.0,53.3,37.0,여
1668.0,56.4,31.8,여
1660.0,63.5,29.9,여
1644.0,48.8,24.8,여
1684.0,63.6,31.4,여
1598.0,48.4,22.0,여
1639.0,56.2,28.3,여
1610.0,54.1,29.0,여
1561.0,47.0,22.2,여
1590.0,59.2,32.2,여
1555.0,54.0,25.1,여
1560.0,51.5,26.1,여
1647.0,67.9,34.4,여
1626.0,69.0,35.8,여
1542.0,39.9,26.7,여
1633.0,75.2,38.8,여
1615.0,51.6,20.7,여
1625.0,48.1,27.4,여
1625.0,44.9,22.4,여
1577.0,57.0,30.6,여
1598.0,47.2,25.3,여
1604.0,48.2,25.0,여
1715.0,67.3,12.6,남
1764.0,75.2,20.9,남
1714.0,70.9,16.1,남
1703.0,58.4,16.2,남
1770.0,108.6,32.7,남
1670.0,55.7,13.5,남
1638.0,68.5,23.3,남
1660.0,65.7,18.6,남
1745.0,59.8,19.2,남
1691.0,70.3,21.8,남
1791.0,76.9,20.0,남
1680.0,73.4,16.1,남
1750.0,80.0,28.1,남
1760.0,70.4,21.3,남
1730.0,51.9,7.6,남
1780.0,82.1,27.6,남
1640.0,72.3,28.8,남
1620.0,66.7,22.8,남
1683.0,76.9,29.3,남
1768.0,65.2,18.5,남
1616.0,67.8,20.5,남
1765.0,71.6,10.7,남
1767.0,70.0,12.5,남
1797.0,82.7,19.1,남
1725.0,73.0,15.1,남
1727.0,74.3,24.4,남
1705.0,77.7,19.9,남
1693.0,71.8,24.0,남
1660.0,72.7,26.6,남
1676.0,82.1,25.8,남
1751.0,91.1,29.1,남
1750.0,90.6,28.4,남
1675.0,64.8,19.3,남
1860.0,79.3,13.2,남
1745.0,62.1,15.2,남
1745.0,64.3,7.3,남
1713.0,59.0,14.2,남
1676.0,73.6,24.0,남
1700.0,71.0,22.4,남
1658.0,62.1,15.2,남
1703.0,99.5,32.8,남
1783.0,84.9,24.5,남
1724.0,65.9,20.9,남
1632.0,67.6,22.3,남
1816.0,81.4,28.6,남
1604.0,69.2,32.4,남
1759.0,72.6,34.4,남
1735.0,76.7,17.5,남
1738.0,62.3,8.7,남
1748.0,67.4,18.0,남
1675.0,78.7,24.6,남
1675.0,69.2,23.4,남
1730.0,70.9,23.3,남
1744.0,77.2,20.6,남
1770.0,78.8,16.7,남
1734.0,60.0,15.0,남
1774.0,64.5,16.0,남
1710.0,81.4,24.8,남
1654.0,54.6,11.1,남
1685.0,70.5,22.6,남
1718.0,81.1,23.0,남
1680.0,75.2,25.2,남
1737.0,71.8,23.4,남
1742.0,79.0,19.5,남
1687.0,68.4,16.5,남
1848.0,98.3,28.3,남
1666.0,82.7,25.9,남
1760.0,67.8,19.8,남
1820.0,79.8,11.5,남
1770.0,94.6,23.0,남
1729.0,80.7,29.7,남
1695.0,51.6,23.6,여
1563.0,70.0,36.7,여
1570.0,52.0,33.6,여
1604.0,49.7,29.3,여
1550.0,44.0,21.1,여
1578.0,59.4,30.5,여
1670.0,54.3,20.0,여
1524.0,46.8,28.1,여
1540.0,46.5,29.5,여
1585.0,57.5,29.3,여
1619.0,61.0,24.1,여
1567.0,54.7,30.8,여
1650.0,74.8,36.6,여
1706.0,59.5,19.5,여
1550.0,50.8,33.2,여
1569.0,52.0,33.5,여
1614.0,50.9,27.8,여
1630.0,67.0,38.4,여
1705.0,72.9,30.5,여
1522.0,50.9,23.7,여
1570.0,51.3,24.6,여
1596.0,45.0,20.1,여
1656.0,67.5,32.1,여
1525.0,54.5,37.4,여
1632.0,54.1,21.5,여
1560.0,47.3,26.5,여
1660.0,46.6,17.3,여
1545.0,43.6,26.3,여
1530.0,36.8,16.3,여
1584.0,53.0,30.1,여
1610.0,51.3,30.2,여
1740.0,60.0,28.7,여
1672.0,55.2,25.6,여
1611.0,62.0,28.4,여
1635.0,62.1,27.8,여
1615.0,50.8,26.6,여
1554.0,49.0,24.2,여
1667.0,53.9,29.4,여
1669.0,62.3,26.6,여
1598.0,78.4,40.9,여
1600.0,49.7,28.2,여
1700.0,58.0,22.3,여
1555.0,57.3,39.3,여
1595.0,54.6,28.4,여
1630.0,58.3,29.2,여
1599.0,53.8,25.2,여
1684.0,73.4,24.3,남
1656.0,61.3,31.7,여
1519.0,45.6,23.9,여
1660.0,61.1,29.0,여
1645.0,62.9,25.9,여
1560.0,52.9,30.5,여
1575.0,47.1,28.3,여
1618.0,70.4,36.3,여
1610.0,56.8,32.0,여
1582.0,57.1,29.8,여
1543.0,53.8,29.6,여
1620.0,54.7,31.6,여
1549.0,41.4,24.5,여
1625.0,59.8,25.2,여
1640.0,76.0,42.6,여
1614.0,57.7,31.0,여
1640.0,55.6,30.5,여
1626.0,66.3,38.2,여
1574.0,48.7,25.3,여
1780.0,65.0,20.9,남
1730.0,70.5,19.1,남
1711.0,66.8,12.7,남
1628.0,72.1,35.9,여
1642.0,68.7,38.0,여
1553.0,48.4,29.8,여
1610.0,49.3,28.6,여
1691.0,66.1,29.6,여
1785.0,65.5,15.0,남
1783.0,67.3,19.3,남
1715.0,81.1,25.2,남
1597.0,56.6,31.3,여
1700.0,61.7,10.8,남
1700.0,52.7,10.1,남
1658.0,57.0,12.9,남
1773.0,65.4,11.3,남
1774.0,69.4,14.6,남
1705.0,62.7,9.6,남
1795.0,59.4,7.5,남
1820.0,74.7,20.7,남
1800.0,67.9,13.0,남
1645.0,70.1,20.2,남
1715.0,67.5,21.0,남
1714.0,64.8,9.5,남
1739.0,55.7,13.2,남
1825.0,63.1,6.7,남
1787.0,59.4,10.7,남
1844.0,73.6,22.1,남
1790.0,65.2,13.0,남
1750.0,55.0,11.8,남
1646.0,55.9,16.2,남
1709.0,70.3,24.3,남
1739.0,54.9,10.4,남
1800.0,74.1,19.1,남
1785.0,91.4,24.1,남
1776.0,68.6,17.0,남
1715.0,79.6,20.8,남
1721.0,58.5,13.5,남
1654.0,59.1,22.0,남
1703.0,51.1,7.0,남
1741.0,64.8,19.1,남
1655.0,56.9,9.0,남
1733.0,65.4,14.5,남
1597.0,50.5,24.7,여
1705.0,69.6,26.8,남
1653.0,68.5,19.9,남
1710.0,72.7,19.9,남
1649.0,65.8,14.5,남
1780.0,80.0,25.0,남
1703.0,72.4,20.1,남
1740.0,54.7,9.3,남
1696.0,51.4,12.5,남
1765.0,56.4,6.9,남
1769.0,70.4,17.1,남
1715.0,74.5,22.3,남
1660.0,71.1,23.3,남
1725.0,87.5,28.8,남
1730.0,65.2,10.7,남
1705.0,58.1,10.4,남
1668.0,57.3,10.2,남
1752.0,71.6,12.3,남
1724.0,58.9,17.2,남
1770.0,73.2,22.3,남
1783.0,65.5,13.1,남
1611.0,72.5,31.7,남
1794.0,76.6,22.9,남
1652.0,52.5,17.5,남
1789.0,59.0,10.7,남
1614.0,46.7,27.0,여
1585.0,49.2,24.3,여
1593.0,60.3,38.8,여
1627.0,49.7,26.4,여
1498.0,47.8,26.5,여
1509.0,51.1,41.0,여
1554.0,56.4,33.8,여
1593.0,50.0,35.6,여
1662.0,65.8,37.1,여
1634.0,55.8,31.3,여
1615.0,51.0,24.4,여
1571.0,58.4,35.1,여
1610.0,55.9,33.1,여
1612.0,54.0,26.0,여
1538.0,56.2,35.9,여
1581.0,52.1,28.6,여
1650.0,49.5,21.1,여
1580.0,58.0,30.7,여
1538.0,53.0,27.7,여
1540.0,45.4,22.7,여
1573.0,49.9,35.1,여
1613.0,50.2,24.9,여
1625.0,49.7,22.4,여
1600.0,54.2,28.7,여
1516.0,52.3,33.2,여
1586.0,48.3,22.8,여
1640.0,61.9,32.2,여
1578.0,49.0,25.0,여
1587.0,46.0,23.7,여
1601.0,48.5,27.7,여
1663.0,52.4,23.4,여
1600.0,52.9,30.8,여
1604.0,54.9,27.5,여
1549.0,44.3,26.0,여
1640.0,48.0,21.2,여
1621.0,53.4,25.7,여
1580.0,53.1,29.0,여
1505.0,49.4,33.2,여
1611.0,62.4,33.7,여
1620.0,58.2,35.2,여
1554.0,53.4,32.3,여
1570.0,56.6,33.0,여
1614.0,64.3,36.1,여
1634.0,63.6,30.6,여
1581.0,49.6,28.0,여
1568.0,50.9,36.4,여
1600.0,74.5,36.2,여
1638.0,51.1,24.4,여
1760.0,67.1,32.8,여
1507.0,43.5,25.6,여
1570.0,50.2,29.1,여
1650.0,83.1,37.5,여
1678.0,53.4,27.4,여
1598.0,61.9,36.1,여
1620.0,59.4,34.8,여
1602.0,45.7,24.5,여
1649.0,73.2,41.2,여
1554.0,79.0,43.1,여
1630.0,83.1,42.2,여
1572.0,50.7,33.5,여
1584.0,54.8,32.1,여
1734.0,64.0,26.6,여
1661.0,61.0,27.2,여
1642.0,64.8,34.0,여
1481.0,50.6,40.4,여
1617.0,59.0,36.6,여
1649.0,52.7,26.7,여
1588.0,60.3,27.0,여
1621.0,54.0,27.0,여
1685.0,57.2,26.1,여
1635.0,46.2,22.4,여
1572.0,48.1,22.7,여
1626.0,47.7,27.2,여
1580.0,46.8,21.9,여
1690.0,53.5,22.2,여
1636.0,50.4,24.1,여
1555.0,45.7,30.9,여
1550.0,47.8,29.7,여
1610.0,51.3,27.7,여
1704.0,50.7,21.6,여
1689.0,67.9,33.1,여
1570.0,54.0,30.0,여
1614.0,67.4,36.8,여
1570.0,57.5,41.4,여
1540.0,40.6,24.5,여
1560.0,55.8,36.8,여
1690.0,74.7,31.4,여
1736.0,58.7,13.4,남
1711.0,68.6,17.2,남
1835.0,58.6,10.8,남
1618.0,45.2,11.2,남
1776.0,68.4,11.1,남
1700.0,63.6,15.6,남
1668.0,51.8,9.2,남
1720.0,50.9,11.4,남
1675.0,65.7,13.0,남
1683.0,60.5,13.6,남
1845.0,86.0,18.9,남
1719.0,59.3,10.0,남
1668.0,57.2,16.3,남
1690.0,55.3,11.0,남
1834.0,77.6,21.2,남
1716.0,54.6,6.0,남
1777.0,60.4,13.8,남
1702.0,65.9,14.5,남
1840.0,73.2,7.8,남
1710.0,55.4,8.7,남
1650.0,75.5,30.2,남
1774.0,69.7,16.5,남
1675.0,60.7,18.9,남
1681.0,64.9,12.2,남
1663.0,57.0,16.2,남
1695.0,66.5,17.1,남
1680.0,54.8,9.5,남
1802.0,73.1,10.1,남
1706.0,61.6,15.5,남
1680.0,63.3,18.9,남
1724.0,83.8,24.9,남
1714.0,64.6,17.8,남
1758.0,62.3,9.0,남
1710.0,69.2,18.0,남
1747.0,60.8,9.8,남
1788.0,63.3,14.4,남
1733.0,60.7,12.8,남
1806.0,63.7,8.1,남
1760.0,61.0,8.8,남
1620.0,71.1,22.2,남
1751.0,63.9,20.9,남
1637.0,73.5,25.3,남
1655.0,60.0,22.7,남
1711.0,56.8,10.1,남
1753.0,56.6,3.0,남
1653.0,59.3,16.5,남
1700.0,62.6,15.7,남
1677.0,50.4,11.2,남
1746.0,65.0,11.6,남
1709.0,68.4,16.0,남
1795.0,53.6,8.0,남
1701.0,60.4,10.6,남
1813.0,88.6,18.4,남
1680.0,72.3,24.6,남
1615.0,53.6,25.9,여
1587.0,59.3,29.7,여
1670.0,60.1,26.8,여
1639.0,56.8,30.0,여
1577.0,49.5,25.1,여
1568.0,48.3,25.3,여
1571.0,65.0,37.4,여
1620.0,55.9,27.3,여
1580.0,49.9,24.4,여
1581.0,48.5,19.8,여
1569.0,49.7,20.3,여
1635.0,69.7,37.4,여
1647.0,56.1,28.4,여
1606.0,52.4,33.7,여
1563.0,46.3,25.0,여
1489.0,40.5,25.3,여
1594.0,52.8,27.4,여
1629.0,49.2,26.0,여
1518.0,40.2,28.2,여
1590.0,49.8,31.7,여
1538.0,63.5,38.9,여
1602.0,45.0,22.9,여
1624.0,52.8,30.8,여
1582.0,52.4,27.7,여
1618.0,51.8,28.4,여
1592.0,57.7,32.6,여
1845.0,82.9,16.2,남
1680.0,56.4,11.8,남
1735.0,68.4,13.5,남
1768.0,61.3,15.1,남
1799.0,60.2,11.3,남
1680.0,69.8,17.7,남
1851.0,61.4,9.4,남
1674.0,61.8,15.6,남
1655.0,54.8,13.6,남
1545.0,47.5,20.8,여
1659.0,62.3,30.1,여
1634.0,56.9,27.7,여
1588.0,59.3,32.7,여
1601.0,55.2,34.3,여
1649.0,47.9,27.4,여
1560.0,61.2,36.4,여
1665.0,56.5,30.7,여
1568.0,53.2,26.0,여
1611.0,49.6,22.9,여
1589.0,57.1,30.1,여
1620.0,86.0,33.0,여
1605.0,45.0,15.9,여
1638.0,50.8,21.3,여
1600.0,55.1,28.8,여
1578.0,52.1,30.1,여
1606.0,48.8,26.3,여
1630.0,47.8,19.8,여
1687.0,64.9,22.7,여
1654.0,51.6,21.9,여
1595.0,62.0,32.3,여
1545.0,47.1,32.5,여
1670.0,55.8,17.5,여
1631.0,69.0,33.9,여
1644.0,43.7,17.6,여
1674.0,55.5,21.5,여
1570.0,57.5,41.0,여
1598.0,49.0,29.6,여
1557.0,51.8,28.8,여
1630.0,65.3,29.6,여
1560.0,55.5,35.4,여
1595.0,59.5,32.2,여
1580.0,70.4,30.3,여
1562.0,56.6,28.0,여
1715.0,76.1,24.0,남
1745.0,66.5,16.7,남
1720.0,59.5,10.6,남
1662.0,57.9,26.0,여
1695.0,67.9,11.0,남
1765.0,74.2,14.9,남
1734.0,66.0,15.2,남
1785.0,70.5,13.8,남
1757.0,69.1,9.9,남
1700.0,60.2,19.1,남
1753.0,63.8,16.5,남
1755.0,84.0,21.2,남
1717.0,80.7,22.3,남
1730.0,63.7,16.7,남
1720.0,53.7,12.8,남
1789.0,64.4,12.0,남
1827.0,81.0,9.7,남
1640.0,61.2,14.9,남
1732.0,62.5,14.8,남
1824.0,65.8,5.0,남
1730.0,64.7,17.7,남
1745.0,60.9,14.4,남
1700.0,54.9,11.4,남
1776.0,65.6,10.3,남
1746.0,60.3,10.9,남
1760.0,80.6,30.7,남
1623.0,57.3,16.3,남
1661.0,57.1,12.3,남
1715.0,68.8,18.1,남
1676.0,63.8,20.2,남
1858.0,76.6,11.0,남
1729.0,64.9,11.2,남
1718.0,88.2,30.5,남
1755.0,65.6,17.4,남
1746.0,66.6,17.3,남
1742.0,75.3,13.9,남
1776.0,69.0,8.0,남
1805.0,89.1,20.8,남
1789.0,76.0,25.9,남
1711.0,72.8,23.3,남
1758.0,72.5,19.4,남
1740.0,60.3,13.4,남
1773.0,85.1,19.1,남
1684.0,75.9,21.9,남
1723.0,79.2,21.5,남
1754.0,87.3,23.0,남
1735.0,78.7,19.8,남
1740.0,87.7,25.0,남
1710.0,69.0,18.2,남
1679.0,65.1,19.6,남
1750.0,66.5,16.8,남
1755.0,89.2,30.8,남
1715.0,85.6,18.5,남
1700.0,67.6,26.0,남
1785.0,79.5,19.3,남
1745.0,93.7,28.4,남
1769.0,63.9,16.7,남
1800.0,79.8,18.5,남
1766.0,74.1,20.8,남
1795.0,67.7,13.2,남
1798.0,85.9,17.8,남
1785.0,68.2,10.4,남
1700.0,73.7,21.1,남
1720.0,67.4,16.5,남
1750.0,76.6,24.7,남
1704.0,65.4,14.8,남
1660.0,56.3,18.9,남
1770.0,84.6,24.1,남
1771.0,80.1,22.1,남
1734.0,85.2,24.8,남
1764.0,102.9,29.7,남
1709.0,66.7,16.7,남
1749.0,82.5,26.9,남
1685.0,68.0,22.3,남
1650.0,70.3,23.1,남
1795.0,91.9,19.9,남
1880.0,100.3,26.5,남
1625.0,67.2,20.2,남
1653.0,74.9,26.4,남
1680.0,79.1,27.4,남
1665.0,66.3,15.6,남
1732.0,71.5,25.2,남
1718.0,61.7,12.4,남
1746.0,66.3,9.9,남
1806.0,86.0,20.4,남
1716.0,75.8,23.0,남
1714.0,64.4,18.9,남
1792.0,80.3,29.2,남
1834.0,78.5,16.1,남
1751.0,65.4,17.2,남
1680.0,78.9,32.6,남
1807.0,76.2,16.1,남
