키,몸무게,목둘레,허리둘레,BMI,체지방율,기초대사량,기초대사량평가,머리수직길이,머리두께,머리너비,발너비,발직선길이,나이,성별
1735.0,77.5,373.0,886.0,25.745583801875274,25.3,1620.0,표준이하,235.0,192.0,167.0,110.0,258.0,35,남
1655.0,68.1,352.0,819.0,24.862861784759172,24.7,1478.0,표준이하,221.0,190.0,157.0,97.0,233.0,36,남
1758.0,70.5,363.0,812.0,22.811370351819278,18.8,1607.0,표준,232.0,195.0,156.0,111.0,281.0,32,남
1745.0,103.5,422.0,1026.0,33.98986872028965,33.4,1859.0,표준이하,258.0,191.0,165.0,111.0,268.0,33,남
1722.0,80.3,397.0,896.0,27.080036853131098,21.3,1735.0,표준,235.0,184.0,169.0,105.0,255.0,37,남
1754.0,106.3,460.0,1097.0,34.552071239024926,32.4,1921.0,표준이하,250.0,189.0,154.0,106.0,268.0,37,남
1795.0,103.7,400.0,1016.0,32.18472854804044,26.3,2021.0,표준이하,251.0,207.0,154.0,117.0,265.0,31,남
1714.0,83.4,397.0,892.0,28.388628754345095,26.1,1701.0,표준이하,226.0,187.0,168.0,101.0,249.0,32,남
1830.0,97.9,375.0,985.0,29.233479650034337,21.7,2026.0,표준,260.0,193.0,167.0,109.0,280.0,29,남
1640.0,58.1,317.0,736.0,21.601725163593095,31.0,1236.0,표준이하,236.0,175.0,154.0,96.0,223.0,25,여
1604.0,53.7,308.0,707.0,20.872071691096448,28.9,1195.0,표준,225.0,176.0,149.0,97.0,242.0,33,여
1510.0,47.9,327.0,733.0,21.007850532871366,28.5,1110.0,표준,222.0,167.0,146.0,84.0,221.0,34,여
1541.0,49.1,292.0,673.0,20.67646138576087,30.7,1105.0,표준,213.0,176.0,141.0,94.0,213.0,27,여
1665.0,58.5,322.0,703.0,21.102183264345424,20.6,1373.0,표준,234.0,179.0,152.0,100.0,248.0,25,여
1570.0,51.3,325.0,720.0,20.812203334820882,26.6,1183.0,표준,210.0,176.0,142.0,89.0,227.0,33,여
1567.0,46.3,302.0,690.0,18.855714686565484,21.9,1152.0,표준,215.0,171.0,149.0,93.0,222.0,33,여
1645.0,73.8,345.0,839.0,27.272475309725518,36.1,1389.0,표준이하,231.0,172.0,159.0,96.0,243.0,34,여
1563.0,56.4,330.0,722.0,23.08666217213563,27.0,1259.0,표준,230.0,177.0,159.0,99.0,233.0,30,여
1681.0,64.0,372.0,762.0,22.64876611999387,20.7,1466.0,표준,250.0,196.0,161.0,102.0,241.0,19,남
1638.0,47.6,322.0,610.0,17.741043382069023,23.6,1155.0,표준,221.0,170.0,154.0,91.0,246.0,26,여
1562.0,58.3,325.0,763.0,23.894970334168903,31.0,1239.0,표준이하,233.0,179.0,151.0,93.0,227.0,33,여
1664.0,63.6,310.0,745.0,22.96944341715976,36.8,1238.0,표준이하,243.0,169.0,151.0,93.0,244.0,30,여
1606.0,57.8,350.0,765.0,22.40973683679973,30.7,1236.0,표준,230.0,174.0,149.0,88.0,233.0,34,여
1594.0,61.3,352.0,820.0,24.125917611368855,34.2,1242.0,표준이하,220.0,181.0,156.0,95.0,224.0,31,여
1685.0,62.3,327.0,799.0,21.9426075777721,30.2,1309.0,표준,245.0,181.0,148.0,97.0,255.0,30,여
1657.0,66.1,363.0,761.0,24.074453799447777,15.2,1580.0,표준,240.0,184.0,158.0,102.0,255.0,19,남
1592.0,50.4,325.0,675.0,19.885861468144743,19.6,1246.0,표준,240.0,172.0,149.0,102.0,240.0,28,여
1685.0,51.9,298.0,672.0,18.27963616832058,21.5,1251.0,표준,232.0,180.0,142.0,97.0,244.0,33,여
1584.0,53.5,327.0,701.0,21.322760432608916,27.4,1209.0,표준,238.0,173.0,165.0,92.0,225.0,30,여
1710.0,62.0,332.0,780.0,21.20310522895934,26.3,1357.0,표준,233.0,173.0,160.0,98.0,247.0,30,여
1672.0,84.6,374.0,951.0,30.262013232297797,36.3,1533.0,표준이하,218.0,179.0,149.0,103.0,237.0,34,여
1588.0,49.3,301.0,750.0,19.549962248348756,26.0,1158.0,표준,220.0,170.0,153.0,98.0,226.0,33,여
1613.0,50.3,310.0,670.0,19.33299997040475,24.0,1196.0,표준,226.0,177.0,158.0,91.0,223.0,29,여
1620.0,53.1,316.0,707.0,20.23319615912208,20.2,1286.0,표준,230.0,182.0,151.0,98.0,252.0,30,여
1563.0,56.1,315.0,715.0,22.963860777602992,32.8,1184.0,표준이하,214.0,173.0,142.0,96.0,226.0,31,여
1574.0,46.3,295.0,630.0,18.688374781430777,23.2,1138.0,표준,212.0,171.0,147.0,90.0,228.0,32,여
1585.0,60.4,320.0,816.0,24.042432505050304,31.0,1270.0,표준이하,228.0,176.0,146.0,93.0,235.0,30,여
1625.0,65.5,350.0,790.0,24.80473372781065,31.7,1336.0,표준이하,238.0,176.0,155.0,99.0,240.0,32,여
1558.0,56.6,317.0,700.0,23.317475252990484,28.7,1242.0,표준,211.0,165.0,147.0,88.0,212.0,31,여
1620.0,52.0,305.0,658.0,19.81405273586343,29.0,1167.0,표준,210.0,172.0,146.0,84.0,237.0,30,여
1629.0,54.8,305.0,683.0,20.650871764492635,33.3,1160.0,표준이하,220.0,164.0,146.0,96.0,239.0,25,여
1631.0,58.1,324.0,683.0,21.840783321009518,24.7,1315.0,표준,223.0,176.0,159.0,98.0,249.0,28,여
1560.0,50.5,307.0,705.0,20.751150558842866,32.4,1107.0,표준이하,222.0,176.0,150.0,89.0,232.0,28,여
1650.0,54.8,307.0,666.0,20.128558310376487,25.3,1254.0,표준,224.0,187.0,158.0,99.0,248.0,26,여
1635.0,58.1,306.0,736.0,21.734047826127618,34.4,1194.0,표준이하,240.0,181.0,153.0,91.0,236.0,28,여
1635.0,54.0,310.0,715.0,20.20031983839744,26.1,1232.0,표준,217.0,183.0,156.0,94.0,235.0,29,여
1655.0,58.0,316.0,692.0,21.175418260147314,28.4,1267.0,표준,230.0,182.0,148.0,92.0,233.0,26,여
1634.0,64.8,342.0,770.0,24.270062877440672,34.2,1292.0,표준이하,235.0,181.0,159.0,96.0,228.0,26,여
1523.0,45.7,300.0,675.0,19.702275763743412,24.2,1118.0,표준,217.0,173.0,142.0,88.0,214.0,31,여
1650.0,56.6,325.0,735.0,20.789715335169877,28.5,1244.0,표준,244.0,174.0,165.0,90.0,239.0,32,여
1614.0,60.0,330.0,750.0,23.032664925397196,33.2,1236.0,표준이하,217.0,171.0,151.0,93.0,234.0,33,여
1604.0,62.3,322.0,792.0,24.21471259507092,34.4,1253.0,표준이하,225.0,178.0,153.0,91.0,231.0,30,여
1611.0,50.2,317.0,666.0,19.34250137073603,26.7,1165.0,표준,225.0,166.0,152.0,90.0,235.0,34,여
1600.0,52.0,300.0,746.0,20.312499999999996,31.3,1142.0,표준이하,216.0,168.0,144.0,90.0,228.0,31,여
1558.0,52.6,319.0,760.0,21.66959714323851,27.5,1194.0,표준,225.0,174.0,152.0,98.0,224.0,32,여
1607.0,56.4,322.0,727.0,21.839734298721872,27.3,1256.0,표준,224.0,173.0,149.0,98.0,244.0,35,여
1690.0,68.3,337.0,805.0,23.913728510906484,31.6,1378.0,표준이하,240.0,187.0,149.0,100.0,246.0,33,여
1621.0,51.5,314.0,667.0,19.599328827644264,22.9,1228.0,표준,231.0,180.0,155.0,91.0,237.0,34,여
1634.0,50.4,312.0,696.0,18.876715571342746,23.2,1207.0,표준,231.0,176.0,149.0,94.0,239.0,34,여
1645.0,66.6,336.0,810.0,24.61174601121571,31.4,1357.0,표준이하,230.0,171.0,163.0,98.0,243.0,31,여
1617.0,58.9,320.0,801.0,22.526579642932678,28.0,1286.0,표준,230.0,181.0,144.0,96.0,251.0,30,여
1620.0,48.9,320.0,675.0,18.63283036122542,19.0,1226.0,표준,231.0,187.0,144.0,92.0,245.0,32,여
1705.0,60.2,337.0,745.0,20.708456239626422,27.1,1318.0,표준,214.0,187.0,152.0,95.0,247.0,30,여
1580.0,47.9,302.0,653.0,19.187630187469953,22.7,1170.0,표준,231.0,176.0,154.0,89.0,232.0,27,여
1539.0,52.6,322.0,745.0,22.207951713326587,26.7,1203.0,표준,225.0,165.0,156.0,88.0,227.0,29,여
1545.0,48.6,317.0,676.0,20.360071637289096,28.0,1126.0,표준,215.0,179.0,155.0,94.0,226.0,33,여
1670.0,55.6,318.0,665.0,19.936175553085448,26.3,1256.0,표준,223.0,173.0,161.0,90.0,232.0,28,여
1628.0,45.5,323.0,625.0,17.16732367838019,21.8,1139.0,표준,231.0,179.0,150.0,87.0,233.0,31,여
1515.0,53.5,315.0,745.0,23.309261619231226,36.5,1104.0,표준이하,221.0,176.0,152.0,88.0,211.0,34,여
1608.0,71.3,367.0,855.0,27.57512190292319,35.9,1358.0,표준이하,238.0,184.0,158.0,96.0,241.0,31,여
1594.0,63.3,327.0,800.0,24.913060110924118,33.7,1277.0,표준이하,226.0,163.0,155.0,88.0,235.0,28,여
1570.0,50.3,300.0,655.0,20.40650736338188,29.4,1137.0,표준,215.0,178.0,154.0,95.0,224.0,33,여
1525.0,48.1,312.0,680.0,20.68261220102123,31.4,1083.0,표준이하,227.0,175.0,145.0,87.0,215.0,33,여
1507.0,60.2,326.0,820.0,26.507574253131477,38.3,1173.0,표준이하,225.0,177.0,158.0,89.0,226.0,30,여
1493.0,57.0,322.0,775.0,25.571443247770684,37.3,1143.0,표준이하,217.0,177.0,154.0,87.0,212.0,34,여
1612.0,47.1,310.0,663.0,18.125534914936978,25.4,1129.0,표준,230.0,181.0,153.0,83.0,241.0,26,여
1667.0,50.6,302.0,610.0,18.208715785337233,15.0,1299.0,표준이상,222.0,176.0,146.0,99.0,247.0,28,여
1571.0,47.3,297.0,685.0,19.16499766413929,28.2,1104.0,표준,227.0,170.0,152.0,91.0,232.0,29,여
1715.0,62.8,310.0,735.0,21.351647697812982,25.2,1385.0,표준,255.0,188.0,167.0,96.0,244.0,29,여
1615.0,59.9,330.0,740.0,22.965810081568883,35.4,1206.0,표준이하,235.0,178.0,151.0,90.0,243.0,26,여
1594.0,45.7,305.0,600.0,17.986206114837795,22.3,1137.0,표준,233.0,180.0,149.0,87.0,231.0,29,여
1660.0,63.2,335.0,772.0,22.935113949775,29.9,1328.0,표준,231.0,180.0,154.0,97.0,235.0,27,여
1630.0,53.8,321.0,695.0,20.24916255786819,26.3,1227.0,표준,230.0,181.0,166.0,93.0,248.0,29,여
1677.0,62.7,330.0,772.0,22.29468885041544,32.8,1281.0,표준이하,244.0,174.0,156.0,100.0,244.0,32,여
1590.0,48.0,310.0,687.0,18.986590720303784,28.7,1109.0,표준,220.0,172.0,154.0,88.0,227.0,29,여
1600.0,56.0,320.0,736.0,21.874999999999996,24.2,1287.0,표준,227.0,173.0,157.0,97.0,232.0,33,여
1570.0,46.4,297.0,634.0,18.824293074769766,24.0,1131.0,표준,223.0,171.0,138.0,91.0,216.0,28,여
1654.0,84.2,360.0,892.0,30.77804859861184,44.7,1376.0,표준이하,252.0,178.0,161.0,96.0,242.0,27,여
1580.0,58.5,317.0,756.0,23.433744592212783,31.3,1238.0,표준이하,228.0,184.0,144.0,92.0,234.0,34,여
1632.0,46.8,302.0,630.0,17.571366782006915,21.8,1160.0,표준,225.0,168.0,151.0,84.0,231.0,25,여
1601.0,49.4,295.0,682.0,19.272776500945497,23.3,1188.0,표준,222.0,170.0,153.0,87.0,224.0,27,여
1598.0,56.8,347.0,695.0,22.24307292751734,30.4,1224.0,표준,231.0,183.0,146.0,94.0,226.0,25,여
1603.0,79.6,333.0,870.0,30.977475561457016,44.2,1330.0,표준이하,237.0,171.0,154.0,91.0,232.0,26,여
1651.0,60.6,320.0,721.0,22.231997126716145,33.5,1240.0,표준이하,231.0,174.0,151.0,97.0,244.0,29,여
1579.0,55.3,309.0,725.0,22.179965755416344,28.0,1230.0,표준,227.0,171.0,151.0,93.0,224.0,33,여
1690.0,59.7,324.0,785.0,20.902629459752813,33.4,1229.0,표준이하,230.0,180.0,151.0,90.0,247.0,34,여
1723.0,60.4,317.0,703.0,20.345407074879517,27.0,1323.0,표준,223.0,176.0,148.0,95.0,241.0,34,여
1708.0,90.2,347.0,953.0,30.919381996281448,42.2,1495.0,표준이하,228.0,191.0,152.0,93.0,240.0,32,여
1681.0,75.5,330.0,815.0,26.71846628218027,41.3,1327.0,표준이하,236.0,185.0,158.0,96.0,247.0,33,여
1640.0,81.3,347.0,866.0,30.22754312908982,42.5,1380.0,표준이하,240.0,185.0,158.0,93.0,247.0,33,여
1688.0,56.8,317.0,656.0,19.934412973652883,12.3,1446.0,표준이상,222.0,184.0,155.0,92.0,247.0,33,여
1662.0,50.0,318.0,640.0,18.10122494609455,20.6,1228.0,표준,237.0,177.0,161.0,88.0,235.0,26,여
1629.0,46.8,288.0,602.0,17.636145959457213,16.4,1215.0,표준,238.0,170.0,150.0,90.0,230.0,29,여
1551.0,39.6,293.0,622.0,16.46158278118441,17.9,1072.0,표준,228.0,179.0,148.0,88.0,229.0,26,여
1520.0,40.5,297.0,635.0,17.52943213296399,24.6,1030.0,표준,215.0,179.0,147.0,82.0,215.0,27,여
1678.0,66.8,327.0,782.0,23.724253147725385,33.9,1323.0,표준이하,230.0,186.0,146.0,91.0,249.0,28,여
1574.0,54.0,310.0,720.0,21.796376634930063,27.4,1217.0,표준,220.0,174.0,148.0,95.0,241.0,28,여
1650.0,69.6,350.0,816.0,25.56473829201101,38.2,1299.0,표준이하,235.0,176.0,157.0,91.0,236.0,29,여
1717.0,83.0,380.0,877.0,28.153831176738553,33.1,1570.0,표준이하,232.0,172.0,158.0,97.0,245.0,34,여
1531.0,48.5,315.0,672.0,20.69147054921135,28.6,1119.0,표준,232.0,171.0,149.0,93.0,228.0,29,여
1655.0,51.6,319.0,680.0,18.83882038316554,19.4,1269.0,표준,233.0,178.0,151.0,87.0,236.0,29,여
1548.0,49.9,310.0,722.0,20.823735218903774,28.2,1144.0,표준,222.0,173.0,149.0,90.0,227.0,33,여
1543.0,53.7,330.0,760.0,22.554979337202823,33.5,1141.0,표준이하,218.0,176.0,155.0,88.0,220.0,26,여
1608.0,58.0,327.0,732.0,22.431375461003437,33.9,1198.0,표준이하,230.0,169.0,160.0,96.0,238.0,25,여
1598.0,43.7,303.0,628.0,17.11306843191035,22.3,1103.0,표준,225.0,177.0,152.0,83.0,222.0,28,여
1601.0,51.1,322.0,705.0,19.93600970037075,22.6,1224.0,표준,222.0,177.0,147.0,93.0,226.0,33,여
1590.0,48.2,318.0,652.0,19.065701514971718,21.6,1186.0,표준,218.0,180.0,156.0,86.0,226.0,26,여
1751.0,68.0,370.0,763.0,22.178727273735394,17.3,1584.0,표준,227.0,186.0,166.0,96.0,254.0,36,남
1724.0,64.2,361.0,706.0,21.600335915504335,10.7,1609.0,표준,234.0,184.0,156.0,115.0,264.0,19,남
1814.0,89.7,405.0,878.0,27.259499494924324,14.4,2030.0,표준,255.0,191.0,159.0,122.0,285.0,19,남
1720.0,60.0,360.0,705.0,20.281233098972418,6.0,1588.0,표준이상,246.0,190.0,162.0,96.0,236.0,19,남
1696.0,69.8,367.0,772.0,24.266309184763262,13.0,1681.0,표준,224.0,183.0,148.0,103.0,217.0,19,남
1682.0,61.5,355.0,710.0,21.738177612575484,14.6,1505.0,표준,245.0,186.0,159.0,103.0,261.0,19,남
1749.0,68.0,357.0,816.0,22.229479493468617,24.4,1481.0,표준이하,238.0,182.0,157.0,103.0,247.0,37,남
1770.0,74.2,370.0,791.0,23.68412652813687,14.2,1745.0,표준,255.0,188.0,151.0,109.0,277.0,36,남
1805.0,74.8,395.0,817.0,22.958694300995234,22.8,1618.0,표준,247.0,203.0,155.0,95.0,248.0,36,남
1700.0,79.6,380.0,880.0,27.54325259515571,26.5,1634.0,표준이하,236.0,185.0,156.0,97.0,245.0,38,남
1779.0,80.4,408.0,852.0,25.404119827820733,21.3,1736.0,표준,240.0,191.0,172.0,101.0,258.0,35,남
1736.0,63.5,357.0,732.0,21.070472934230924,12.5,1570.0,표준,253.0,184.0,161.0,100.0,264.0,38,남
1714.0,63.2,355.0,807.0,21.51272586660204,23.6,1412.0,표준이하,227.0,188.0,151.0,98.0,270.0,39,남
1728.0,79.2,380.0,886.0,26.523919753086425,21.2,1718.0,표준,248.0,185.0,159.0,109.0,261.0,38,남
1672.0,76.2,373.0,891.0,27.257274329800143,25.6,1595.0,표준이하,230.0,179.0,158.0,98.0,250.0,36,남
1732.0,78.7,397.0,872.0,26.234872445850158,32.5,1518.0,표준이하,230.0,181.0,168.0,107.0,263.0,38,남
1633.0,62.5,374.0,795.0,23.437303712581407,21.9,1425.0,표준,230.0,190.0,165.0,99.0,237.0,38,남
1682.0,71.5,355.0,853.0,25.27284063901052,30.2,1448.0,표준이하,245.0,181.0,167.0,103.0,242.0,38,남
1729.0,81.6,390.0,920.0,27.29607307854545,25.3,1686.0,표준이하,221.0,181.0,156.0,111.0,260.0,38,남
1695.0,76.6,370.0,890.0,26.661793753970116,26.0,1595.0,표준이하,231.0,178.0,163.0,98.0,249.0,38,남
1687.0,62.6,345.0,786.0,21.996023147124934,22.1,1423.0,표준,224.0,186.0,154.0,105.0,240.0,36,남
1665.0,58.1,357.0,760.0,20.957894831768705,20.2,1372.0,표준,250.0,171.0,165.0,97.0,245.0,38,남
1774.0,88.0,433.0,927.0,27.96246420486826,25.2,1791.0,표준이하,258.0,187.0,162.0,108.0,263.0,35,남
1675.0,74.8,397.0,885.0,26.660726219648026,26.6,1556.0,표준이하,236.0,191.0,158.0,92.0,238.0,37,남
1702.0,71.9,368.0,832.0,24.82045730398053,22.3,1577.0,표준,240.0,192.0,161.0,108.0,275.0,37,남
1785.0,70.9,384.0,766.0,22.252038070130013,18.6,1617.0,표준,256.0,182.0,164.0,105.0,261.0,34,남
1709.0,69.7,362.0,845.0,23.864297401873056,22.9,1530.0,표준,225.0,179.0,152.0,96.0,250.0,36,남
1780.0,77.8,400.0,910.0,24.554980431763664,24.5,1639.0,표준이하,235.0,181.0,161.0,102.0,246.0,39,남
1750.0,80.1,393.0,877.0,26.155102040816324,23.3,1697.0,표준,234.0,191.0,170.0,102.0,251.0,38,남
1805.0,94.3,398.0,990.0,28.943915408875007,26.2,1873.0,표준이하,234.0,187.0,154.0,108.0,265.0,39,남
1682.0,69.8,372.0,834.0,24.671947924516566,23.4,1524.0,표준,233.0,189.0,159.0,98.0,244.0,35,남
1675.0,73.6,390.0,834.0,26.23301403430608,19.7,1647.0,표준,234.0,188.0,158.0,105.0,258.0,38,남
1780.0,85.4,406.0,951.0,26.953667466229014,26.8,1720.0,표준이하,251.0,197.0,171.0,100.0,262.0,38,남
1785.0,84.0,385.0,871.0,26.363486571099024,19.3,1834.0,표준,245.0,192.0,174.0,108.0,267.0,38,남
1725.0,75.9,382.0,812.0,25.507246376811594,17.8,1718.0,표준,246.0,187.0,170.0,102.0,255.0,37,남
1690.0,79.3,412.0,916.0,27.765134274010016,22.0,1706.0,표준,250.0,195.0,168.0,114.0,267.0,36,남
1800.0,83.1,395.0,915.0,25.648148148148145,17.7,1847.0,표준,233.0,184.0,154.0,107.0,270.0,40,남
1793.0,60.4,353.0,702.0,18.787818650269422,9.7,1548.0,표준,230.0,181.0,158.0,99.0,258.0,36,남
1814.0,90.7,382.0,911.0,27.563395810363836,21.1,1916.0,표준,228.0,182.0,161.0,103.0,267.0,32,남
1804.0,81.1,384.0,862.0,24.91998564412171,18.1,1804.0,표준,229.0,178.0,164.0,109.0,270.0,36,남
1683.0,76.3,380.0,875.0,26.937439121564104,27.3,1569.0,표준이하,240.0,184.0,162.0,104.0,240.0,37,남
1713.0,78.0,380.0,880.0,26.581524000560254,19.0,1734.0,표준,217.0,180.0,158.0,103.0,259.0,38,남
1673.0,66.0,362.0,810.0,23.580448092824074,21.5,1489.0,표준,236.0,179.0,158.0,94.0,239.0,35,남
1755.0,73.6,374.0,830.0,23.89590993579597,15.2,1718.0,표준,225.0,179.0,157.0,99.0,267.0,35,남
1705.0,59.5,353.0,748.0,20.467660236840064,15.8,1452.0,표준,240.0,182.0,161.0,96.0,253.0,35,남
1753.0,85.4,408.0,872.0,27.79035141127149,18.2,1879.0,표준,220.0,197.0,166.0,109.0,262.0,38,남
1671.0,74.9,390.0,865.0,26.82433214038473,24.7,1589.0,표준이하,245.0,190.0,159.0,102.0,242.0,40,남
1667.0,67.3,370.0,780.0,24.2183117065849,17.9,1563.0,표준,230.0,177.0,156.0,97.0,258.0,34,남
1665.0,80.9,400.0,901.0,29.182335488641794,26.8,1649.0,표준이하,240.0,192.0,158.0,105.0,248.0,35,남
1749.0,69.6,375.0,757.0,22.752526069785524,11.9,1695.0,표준,240.0,188.0,162.0,108.0,257.0,35,남
1682.0,71.5,385.0,805.0,25.27284063901052,17.6,1643.0,표준,235.0,194.0,168.0,98.0,255.0,35,남
1760.0,92.0,410.0,961.0,29.700413223140497,27.2,1817.0,표준이하,235.0,194.0,155.0,111.0,246.0,39,남
1766.0,77.1,390.0,890.0,24.721395325572118,18.7,1724.0,표준,226.0,186.0,161.0,101.0,264.0,37,남
1700.0,75.4,380.0,878.0,26.08996539792388,23.9,1610.0,표준이하,230.0,176.0,156.0,96.0,245.0,38,남
1673.0,85.4,420.0,915.0,30.511670714048122,25.1,1751.0,표준이하,230.0,183.0,162.0,111.0,255.0,39,남
1701.0,78.1,395.0,911.0,26.99245628241643,27.4,1595.0,표준이하,236.0,176.0,161.0,98.0,251.0,39,남
1691.0,76.9,390.0,886.0,26.892992119898683,20.9,1684.0,표준,243.0,188.0,157.0,107.0,258.0,37,남
1699.0,70.7,375.0,831.0,24.492474020482913,21.6,1567.0,표준,238.0,179.0,166.0,101.0,265.0,35,남
1750.0,83.8,412.0,891.0,27.363265306122447,22.7,1770.0,표준,236.0,185.0,169.0,104.0,266.0,38,남
1678.0,69.8,390.0,846.0,24.789713618431616,19.8,1579.0,표준,236.0,184.0,159.0,85.0,234.0,68,남
1746.0,115.4,470.0,1164.0,37.85448395219183,33.8,2021.0,표준이하,254.0,197.0,163.0,100.0,245.0,46,남
1726.0,77.5,445.0,903.0,26.014777736452512,20.5,1700.0,표준,237.0,195.0,165.0,88.0,236.0,51,남
1664.0,80.8,405.0,956.0,29.181305473372774,31.0,1574.0,표준이하,235.0,176.0,156.0,92.0,240.0,23,남
1694.0,80.2,439.0,945.0,27.947795469529936,26.3,1647.0,표준이하,235.0,187.0,157.0,92.0,237.0,34,남
1699.0,75.6,432.0,932.0,26.18997221992232,20.6,1666.0,표준,223.0,174.0,155.0,86.0,236.0,42,남
1674.0,75.2,435.0,910.0,26.83532956782273,28.2,1536.0,표준,227.0,184.0,159.0,91.0,238.0,48,남
1794.0,84.5,450.0,962.0,26.254988447805083,28.4,1678.0,표준이하,232.0,183.0,163.0,82.0,261.0,33,남
1800.0,76.1,419.0,825.0,23.48765432098765,19.5,1693.0,표준,239.0,184.0,157.0,89.0,252.0,29,남
1761.0,71.9,435.0,881.0,23.185164332510727,18.8,1630.0,표준,248.0,178.0,169.0,98.0,246.0,31,남
1739.0,86.8,438.0,982.0,28.702555221831396,28.5,1710.0,표준이하,239.0,199.0,167.0,99.0,230.0,43,남
1703.0,62.0,366.0,733.0,21.377769671082323,17.0,1482.0,표준,230.0,181.0,158.0,90.0,247.0,23,남
1766.0,80.6,435.0,904.0,25.843637655526756,22.7,1716.0,표준,241.0,184.0,174.0,91.0,247.0,50,남
1653.0,74.5,419.0,882.0,27.265317893477878,26.9,1546.0,표준이하,226.0,197.0,167.0,89.0,227.0,45,남
1756.0,87.7,432.0,885.0,28.441373799430266,19.8,1890.0,표준,248.0,196.0,166.0,96.0,251.0,25,남
1683.0,71.7,410.0,844.0,25.313425753815814,26.1,1514.0,표준이하,251.0,183.0,164.0,96.0,248.0,25,남
1627.0,73.6,411.0,860.0,27.803707337269923,28.6,1505.0,표준이하,230.0,195.0,157.0,87.0,235.0,25,남
1580.0,52.9,409.0,719.0,21.190514340650534,21.9,1263.0,표준,223.0,175.0,153.0,83.0,210.0,19,남
1650.0,62.5,428.0,755.0,22.956841138659314,25.4,1377.0,표준이하,237.0,195.0,164.0,81.0,247.0,23,남
1776.0,63.3,408.0,717.0,20.0686328220112,11.1,1586.0,표준,253.0,174.0,173.0,91.0,246.0,19,남
1730.0,57.7,431.0,695.0,19.278960205820443,11.1,1478.0,표준,244.0,183.0,151.0,89.0,258.0,19,남
1673.0,55.8,390.0,718.0,19.93619702393308,21.2,1320.0,표준,226.0,195.0,153.0,90.0,230.0,19,남
1770.0,61.6,391.0,710.0,19.662293721472118,19.5,1442.0,표준,229.0,181.0,160.0,80.0,247.0,19,남
1830.0,129.7,400.0,1235.0,38.72913493983098,42.0,1996.0,표준,239.0,194.0,167.0,95.0,251.0,24,남
1656.0,84.6,448.0,975.0,30.849611426170966,28.4,1679.0,표준이하,244.0,190.0,170.0,92.0,240.0,24,남
1718.0,68.7,401.0,826.0,23.276110917614087,22.9,1515.0,표준,241.0,179.0,151.0,89.0,247.0,24,남
1758.0,93.7,431.0,1012.0,30.318090808020802,33.6,1715.0,표준이상,239.0,183.0,168.0,88.0,251.0,24,남
1683.0,59.6,405.0,766.0,21.04156450386921,19.2,1410.0,표준,217.0,183.0,164.0,76.0,240.0,23,남
1745.0,68.9,372.0,807.0,22.627072027323255,18.5,1583.0,표준,246.0,186.0,154.0,87.0,247.0,25,남
1748.0,80.2,445.0,930.0,26.247715597819543,23.4,1697.0,표준,237.0,180.0,173.0,87.0,246.0,49,남
1680.0,78.6,433.0,814.0,27.848639455782315,23.6,1668.0,표준이하,232.0,200.0,154.0,89.0,252.0,18,남
1694.0,69.1,410.0,820.0,24.079709064146115,21.8,1537.0,표준,233.0,187.0,160.0,90.0,250.0,26,남
1647.0,74.6,444.0,889.0,27.501199030158787,34.0,1433.0,표준이하,232.0,174.0,160.0,89.0,229.0,24,남
1769.0,64.9,446.0,719.0,20.739058229459623,13.5,1582.0,표준,238.0,188.0,164.0,87.0,250.0,24,남
1548.0,53.3,392.0,725.0,22.242586917185797,24.2,1243.0,표준이하,221.0,185.0,159.0,82.0,216.0,19,남
1760.0,60.6,396.0,747.0,19.56353305785124,18.8,1433.0,표준,243.0,187.0,160.0,82.0,241.0,22,남
1605.0,62.9,409.0,795.0,24.41746489261556,22.2,1427.0,표준,236.0,190.0,166.0,88.0,230.0,22,남
1629.0,75.2,375.0,854.0,28.338422567332962,27.6,1546.0,표준이하,221.0,189.0,159.0,100.0,242.0,33,남
1714.0,93.5,434.0,1076.0,31.82658019821662,34.4,1694.0,표준이하,243.0,191.0,177.0,92.0,241.0,48,남
1613.0,62.8,406.0,783.0,24.1374234222946,20.4,1449.0,표준,238.0,178.0,159.0,81.0,231.0,46,남
1716.0,61.7,371.0,745.0,20.953211512652075,19.5,1443.0,표준,225.0,181.0,173.0,89.0,236.0,48,남
1885.0,139.2,480.0,1249.0,39.17567843297286,42.9,2086.0,표준이하,253.0,202.0,160.0,104.0,264.0,19,남
1695.0,73.3,406.0,881.0,25.513178618355216,21.8,1608.0,표준,250.0,196.0,163.0,87.0,227.0,24,남
1688.0,57.4,410.0,750.0,20.144987758585835,13.1,1448.0,표준,230.0,180.0,159.0,77.0,232.0,29,남
1625.0,68.6,383.0,815.0,25.978698224852067,26.3,1462.0,표준이하,217.0,192.0,156.0,87.0,246.0,21,남
1825.0,89.2,424.0,957.0,26.78176018014637,16.2,1985.0,표준,245.0,187.0,169.0,94.0,257.0,47,남
1627.0,59.4,415.0,752.0,22.439405106437956,11.4,1507.0,표준,229.0,184.0,159.0,100.0,237.0,17,남
1720.0,75.7,435.0,858.0,25.588155759870205,16.4,1737.0,표준,227.0,185.0,164.0,90.0,247.0,50,남
1715.0,84.9,428.0,919.0,28.86552371885864,26.0,1728.0,표준이하,225.0,172.0,164.0,86.0,248.0,54,남
