키,몸무게,목둘레,허리둘레,BMI,체지방율,기초대사량,기초대사량평가,머리수직길이,머리두께,머리너비,발너비,발직선길이,나이,성별
1637.0,53.0,354.0,747.0,19.77782413334881,11.3,1385.0,표준,232.0,187.0,151.0,93.0,252.0,66,남
1825.0,84.5,370.0,885.0,25.37061362356915,30.5,,표준이하,238.0,185.0,168.0,106.0,267.0,17,남
1811.0,65.3,364.0,730.0,19.910230168968642,11.6,1617.0,표준,244.0,181.0,156.0,100.0,274.0,16,남
1718.0,78.8,394.0,960.0,26.698071911324455,23.7,1669.0,표준이하,225.0,186.0,159.0,104.0,264.0,37,남
1690.0,83.0,414.0,910.0,29.060607121599386,28.9,1646.0,표준이하,247.0,192.0,172.0,99.0,260.0,23,남
1686.0,66.2,380.0,825.0,23.2885714325919,22.0,1485.0,표준,240.0,184.0,154.0,100.0,252.0,50,남
1681.0,65.7,385.0,822.0,23.25037397005621,18.0,1534.0,표준,236.0,184.0,171.0,103.0,247.0,69,남
1776.0,75.2,387.0,884.0,23.841408976544113,24.2,1602.0,표준이하,220.0,177.0,158.0,96.0,261.0,43,남
1660.0,71.6,375.0,920.0,25.983451879808385,23.6,1552.0,표준이하,228.0,187.0,158.0,102.0,254.0,66,남
1785.0,79.3,370.0,830.0,24.88838672723991,24.7,1660.0,표준이하,246.0,185.0,166.0,103.0,258.0,23,남
1819.0,72.3,380.0,816.0,21.85107960351322,16.8,1669.0,표준,236.0,183.0,164.0,97.0,263.0,33,남
1568.0,63.1,360.0,903.0,25.664762078300704,29.4,1333.0,표준이하,204.0,173.0,159.0,93.0,232.0,57,남
1733.0,63.6,358.0,726.0,21.176783186699645,15.0,1538.0,표준,234.0,182.0,156.0,92.0,242.0,22,남
1780.0,61.0,342.0,733.0,19.252619618735007,17.8,1453.0,표준,234.0,188.0,156.0,91.0,253.0,22,남
1675.0,69.3,380.0,832.0,24.700378703497435,23.3,1518.0,표준,231.0,187.0,158.0,110.0,255.0,69,남
1640.0,60.9,365.0,760.0,22.642772159428908,19.6,1428.0,표준,242.0,195.0,152.0,98.0,250.0,63,남
1850.0,83.9,417.0,956.0,24.514243973703433,15.7,1898.0,표준,241.0,191.0,175.0,101.0,269.0,47,남
1680.0,68.7,375.0,850.0,24.340986394557827,35.0,1334.0,표준이하,226.0,182.0,170.0,91.0,236.0,43,남
1577.0,74.8,425.0,900.0,30.07725592487763,34.3,1431.0,표준이하,242.0,188.0,161.0,98.0,247.0,24,남
1739.0,72.6,384.0,865.0,24.006975911347457,17.8,1659.0,표준,234.0,181.0,165.0,86.0,254.0,22,남
1823.0,58.5,350.0,673.0,17.602831377814237,10.6,1500.0,표준,235.0,181.0,155.0,106.0,276.0,23,남
1625.0,64.9,390.0,835.0,24.57751479289941,24.9,1423.0,표준이하,230.0,187.0,156.0,97.0,246.0,38,남
1713.0,66.1,343.0,747.0,22.526137646628623,21.0,1497.0,표준,234.0,191.0,147.0,95.0,245.0,26,남
1684.0,94.5,420.0,1051.0,33.323271703499756,38.5,1625.0,표준이하,234.0,195.0,161.0,98.0,244.0,32,남
1810.0,71.3,360.0,760.0,21.763682427276333,11.5,1733.0,표준,220.0,176.0,164.0,101.0,274.0,19,남
1805.0,63.4,355.0,772.0,19.45964196100398,21.4,1446.0,표준,242.0,176.0,155.0,96.0,261.0,43,남
1716.0,70.6,365.0,865.0,23.97563586374775,21.3,1570.0,표준,230.0,170.0,167.0,96.0,264.0,34,남
1700.0,75.2,380.0,860.0,26.020761245674745,19.8,1673.0,표준,231.0,176.0,161.0,98.0,256.0,32,남
1755.0,88.2,405.0,945.0,28.636131200233763,21.5,1865.0,표준,236.0,189.0,167.0,104.0,254.0,55,남
1733.0,70.2,360.0,810.0,23.374373894753383,18.0,1614.0,표준,230.0,190.0,156.0,98.0,254.0,23,남
1610.0,66.3,375.0,915.0,25.577716909069864,21.7,1491.0,표준,230.0,190.0,166.0,94.0,248.0,54,남
1739.0,80.9,364.0,895.0,26.751575085785255,24.4,1691.0,표준이하,226.0,182.0,161.0,97.0,261.0,29,남
1640.0,61.7,365.0,791.0,22.94021415823914,20.5,1429.0,표준,234.0,176.0,156.0,93.0,248.0,43,남
1770.0,64.8,365.0,735.0,20.683711577133007,9.4,1639.0,표준,232.0,179.0,152.0,98.0,259.0,42,남
1730.0,,,,,,,,,,,,,22,남
1685.0,66.8,360.0,760.0,23.527547129938625,13.7,1615.0,표준,245.0,189.0,155.0,101.0,252.0,17,남
1728.0,72.5,364.0,790.0,24.28010330932785,18.9,1641.0,표준,240.0,195.0,158.0,98.0,258.0,17,남
1451.0,48.7,323.0,807.0,23.13098549872447,32.1,1084.0,표준이하,206.0,167.0,148.0,93.0,228.0,69,여
1454.0,40.1,303.0,690.0,18.96773876173304,29.4,981.0,표준,207.0,168.0,152.0,86.0,225.0,61,여
1523.0,60.1,350.0,835.0,25.9104326783584,34.9,1215.0,표준이하,218.0,175.0,154.0,96.0,233.0,67,여
1593.0,61.2,335.0,815.0,24.11681048088211,35.5,1222.0,표준이하,220.0,178.0,144.0,90.0,231.0,44,여
1617.0,57.9,320.0,768.0,22.14412498006455,30.7,1237.0,표준,222.0,171.0,156.0,84.0,237.0,44,여
1611.0,47.1,320.0,708.0,18.148044114774244,26.5,1118.0,표준,208.0,167.0,149.0,79.0,223.0,20,여
1665.0,63.9,340.0,820.0,23.050077104131155,32.8,1297.0,표준이하,230.0,181.0,157.0,94.0,242.0,22,여
1604.0,70.5,355.0,873.0,27.4018818290931,37.8,1318.0,표준이하,225.0,179.0,153.0,91.0,231.0,48,여
1515.0,52.1,340.0,848.0,22.699299632933588,34.7,1105.0,표준이하,224.0,179.0,149.0,91.0,231.0,66,여
1520.0,71.3,370.0,931.0,30.86045706371191,39.2,1306.0,표준이하,225.0,172.0,154.0,89.0,234.0,60,여
1580.0,62.8,367.0,930.0,25.15622496394808,34.9,1253.0,표준이하,200.0,186.0,149.0,99.0,245.0,67,여
1403.0,53.2,340.0,864.0,27.026903453499756,36.1,1105.0,표준이하,215.0,181.0,147.0,87.0,217.0,57,여
1564.0,65.5,347.0,885.0,26.77736278543442,37.3,1257.0,표준이하,212.0,171.0,150.0,98.0,232.0,64,여
1654.0,57.2,325.0,748.0,20.90860308599284,25.8,1287.0,표준,222.0,166.0,148.0,91.0,234.0,42,여
1537.0,57.3,321.0,805.0,24.255313204668706,29.3,1245.0,표준,200.0,181.0,141.0,93.0,244.0,65,여
1585.0,67.4,350.0,964.0,26.82880713311905,8.1,1271.0,표준이하,222.0,168.0,154.0,93.0,246.0,68,여
1576.0,57.8,350.0,825.0,23.271019608853614,42.7,1085.0,표준이하,228.0,181.0,143.0,90.0,234.0,48,여
1510.0,45.3,307.0,685.0,19.867549668874172,30.8,1048.0,표준,227.0,172.0,160.0,86.0,212.0,62,여
1599.0,55.9,335.0,765.0,21.863258032205085,29.2,1225.0,표준,225.0,172.0,147.0,93.0,245.0,51,여
1582.0,57.5,330.0,785.0,22.974966476527175,31.1,1225.0,표준이하,212.0,176.0,143.0,98.0,240.0,63,여
1594.0,75.4,325.0,954.0,29.67527223323347,41.8,1318.0,표준이하,200.0,170.0,144.0,99.0,232.0,53,여
1661.0,86.6,372.0,1010.0,31.389082905962148,40.7,1480.0,표준이하,220.0,176.0,156.0,94.0,232.0,32,여
1644.0,49.8,315.0,740.0,18.425772994476706,34.2,1078.0,표준이하,224.0,175.0,155.0,89.0,226.0,40,여
1546.0,47.8,325.0,680.0,19.99902933581466,23.4,1161.0,표준,221.0,169.0,152.0,89.0,217.0,45,여
1549.0,57.6,350.0,808.0,24.00599149537739,33.4,1199.0,표준이하,217.0,175.0,151.0,90.0,231.0,45,여
1543.0,55.9,330.0,750.0,23.47901945902491,33.9,1169.0,표준이하,215.0,151.0,147.0,92.0,216.0,42,여
1640.0,56.1,340.0,680.0,20.858120166567517,25.5,1273.0,표준,221.0,168.0,158.0,93.0,232.0,16,여
1624.0,48.1,320.0,650.0,18.237824261690406,24.1,1159.0,표준,235.0,175.0,143.0,87.0,224.0,33,여
1638.0,49.8,316.0,641.0,18.56100757199658,27.3,1152.0,표준,224.0,177.0,146.0,84.0,234.0,17,여
1573.0,47.5,320.0,664.0,19.197123745467962,30.5,1083.0,표준,231.0,174.0,157.0,91.0,226.0,24,여
1614.0,46.3,310.0,602.0,17.7735397674315,29.7,1073.0,표준,215.0,173.0,141.0,91.0,232.0,16,여
1515.0,72.8,360.0,1000.0,31.71802328747726,40.1,1312.0,표준이하,230.0,182.0,148.0,107.0,243.0,68,여
1495.0,53.2,328.0,835.0,23.802865739756825,33.3,1136.0,표준이하,220.0,174.0,147.0,83.0,220.0,65,여
1470.0,59.4,375.0,897.0,27.488546438983757,3.8,1169.0,표준이하,222.0,161.0,151.0,83.0,229.0,66,여
1660.0,78.6,355.0,930.0,28.52373348816954,43.4,1332.0,표준이하,242.0,173.0,150.0,97.0,235.0,19,여
1595.0,78.6,340.0,790.0,30.895922799500788,43.4,1332.0,표준이하,228.0,177.0,158.0,89.0,220.0,17,여
1528.0,65.7,340.0,875.0,28.139648035963926,41.3,1203.0,표준이하,211.0,182.0,154.0,93.0,224.0,44,여
1533.0,51.6,320.0,792.0,21.95661526010291,32.3,1125.0,표준이하,207.0,176.0,141.0,88.0,229.0,48,여
1690.0,60.5,330.0,730.0,21.182731697069432,30.4,1280.0,표준,222.0,179.0,155.0,92.0,252.0,22,여
1601.0,62.0,340.0,830.0,24.188504920215,32.5,1273.0,표준이하,230.0,172.0,151.0,99.0,240.0,57,여
1535.0,58.0,360.0,805.0,24.615645789345244,32.8,1212.0,표준이하,204.0,167.0,155.0,89.0,222.0,34,여
1595.0,51.4,312.0,720.0,20.204203968121384,21.8,1238.0,표준,218.0,168.0,150.0,100.0,239.0,42,여
1493.0,57.6,346.0,820.0,25.84061633458932,39.4,1124.0,표준이하,225.0,181.0,144.0,99.0,232.0,63,여
1628.0,57.2,330.0,755.0,21.581778338535095,27.8,1262.0,표준,225.0,176.0,150.0,89.0,234.0,39,여
1625.0,59.0,336.0,750.0,22.34319526627219,24.8,1328.0,표준,235.0,178.0,148.0,94.0,236.0,38,여
1590.0,74.8,357.0,972.0,29.58743720580673,36.0,1404.0,표준이하,234.0,181.0,152.0,90.0,237.0,41,여
1631.0,69.2,380.0,918.0,26.013463094902903,28.2,1443.0,표준,226.0,182.0,156.0,97.0,222.0,41,여
1603.0,62.0,346.0,775.0,24.128184482541897,36.1,1226.0,표준이하,240.0,172.0,158.0,97.0,228.0,42,여
1626.0,49.0,333.0,674.0,18.533395666059977,25.8,1155.0,표준,217.0,172.0,149.0,84.0,233.0,44,여
1495.0,50.1,322.0,780.0,22.415856645898813,34.8,1076.0,표준이하,224.0,175.0,147.0,89.0,211.0,41,여
1543.0,60.2,335.0,795.0,25.285097878949905,34.9,1217.0,표준이하,224.0,177.0,157.0,98.0,232.0,47,여
1594.0,45.2,310.0,630.0,17.789420489948977,26.1,1092.0,표준,222.0,171.0,148.0,86.0,215.0,16,여
1574.0,57.1,360.0,843.0,23.04765010841679,30.2,1231.0,표준,214.0,177.0,156.0,94.0,239.0,46,여
1616.0,54.4,338.0,694.0,20.831291049897064,26.6,1233.0,표준,220.0,178.0,152.0,94.0,232.0,33,여
1725.0,61.4,355.0,800.0,20.634320520898967,25.0,1365.0,표준,238.0,186.0,148.0,92.0,238.0,41,여
1693.0,65.1,335.0,733.0,22.71261150025695,29.4,1363.0,표준,240.0,176.0,146.0,98.0,253.0,18,여
1585.0,61.3,327.0,730.0,24.400680671516284,33.0,1257.0,표준이하,218.0,172.0,146.0,85.0,226.0,26,여
1563.0,57.8,332.0,790.0,23.659735346621265,32.7,1210.0,표준이하,224.0,178.0,155.0,94.0,237.0,19,여
1594.0,61.4,326.0,760.0,24.165274736346618,35.4,1227.0,표준이하,224.0,173.0,145.0,94.0,238.0,19,여
1680.0,58.2,360.0,735.0,20.620748299319732,26.5,1294.0,표준,210.0,177.0,152.0,99.0,242.0,48,여
1598.0,68.7,345.0,860.0,26.90315334719087,34.9,1336.0,표준이하,230.0,180.0,143.0,102.0,249.0,47,여
1534.0,58.4,363.0,831.0,24.817734140872936,31.0,1240.0,표준이하,204.0,181.0,151.0,102.0,233.0,37,여
1564.0,61.0,335.0,790.0,24.93769663987022,38.6,1178.0,표준이하,230.0,178.0,153.0,99.0,240.0,17,여
1621.0,72.0,345.0,804.0,27.401003409522076,36.6,1356.0,표준이하,236.0,173.0,163.0,95.0,241.0,17,여
1568.0,47.7,320.0,672.0,19.40109589754269,19.2,1203.0,표준,215.0,163.0,148.0,94.0,234.0,46,여
1479.0,68.2,350.0,980.0,31.17798377190516,35.4,1322.0,표준이하,212.0,178.0,155.0,103.0,235.0,66,여
1580.0,62.5,352.0,853.0,25.03605191475725,31.0,1301.0,표준이하,220.0,176.0,158.0,98.0,240.0,45,여
1530.0,58.7,343.0,868.0,25.075825537186553,35.9,1182.0,표준이하,210.0,169.0,144.0,105.0,225.0,67,여
1560.0,65.2,340.0,810.0,26.791584483892176,32.8,1317.0,표준이하,230.0,168.0,154.0,94.0,228.0,46,여
1527.0,57.6,353.0,873.0,24.702699155862447,30.7,1233.0,표준,215.0,176.0,158.0,88.0,224.0,55,여
1606.0,69.4,367.0,850.0,26.90719267255885,32.0,1390.0,표준이하,220.0,171.0,156.0,92.0,239.0,38,여
1525.0,57.5,326.0,773.0,24.724536414942214,34.9,1179.0,표준이하,224.0,185.0,152.0,90.0,219.0,27,여
1533.0,56.0,320.0,725.0,23.82888477840626,34.7,1160.0,표준이하,218.0,170.0,155.0,97.0,243.0,36,여
1578.0,49.8,315.0,665.0,19.99932532396497,25.1,1176.0,표준,212.0,172.0,153.0,92.0,233.0,18,여
1504.0,54.8,320.0,713.0,24.226177003168853,33.0,1163.0,표준이하,218.0,173.0,143.0,92.0,224.0,18,여
1594.0,49.8,322.0,680.0,19.599848238926082,28.9,1135.0,표준,230.0,176.0,158.0,85.0,233.0,18,여
1595.0,64.9,345.0,872.0,25.510755593989842,37.1,1252.0,표준이하,206.0,171.0,153.0,100.0,234.0,63,여
1532.0,47.1,320.0,670.0,20.06796692321851,29.7,1085.0,표준,220.0,177.0,153.0,92.0,226.0,33,여
1635.0,64.9,345.0,769.0,24.277791805777667,29.8,1354.0,표준,216.0,174.0,154.0,102.0,245.0,46,여
1690.0,86.6,380.0,951.0,30.32106718952418,40.6,1481.0,표준이하,230.0,183.0,151.0,95.0,243.0,21,여
1703.0,69.8,345.0,825.0,24.06723101679913,33.9,1367.0,표준이하,225.0,171.0,155.0,91.0,231.0,21,여
1714.0,86.9,365.0,945.0,29.579998066577804,42.7,1446.0,표준이하,230.0,178.0,161.0,99.0,234.0,20,여
1562.0,59.6,360.0,752.0,24.427791285016582,32.1,1244.0,표준이하,236.0,178.0,156.0,86.0,224.0,21,여
1610.0,60.6,347.0,776.0,23.378727672543494,30.7,1277.0,표준,234.0,181.0,153.0,101.0,230.0,34,여
1631.0,50.5,320.0,728.0,18.983813385731164,29.5,1139.0,표준,215.0,172.0,156.0,92.0,242.0,22,여
1522.0,61.7,344.0,848.0,26.635193681458627,38.4,1192.0,표준이하,213.0,173.0,154.0,87.0,231.0,49,여
1516.0,51.2,330.0,790.0,22.27776192034308,23.3,1218.0,표준,215.0,178.0,154.0,91.0,223.0,67,여
1625.0,49.1,327.0,637.0,18.594082840236688,23.5,1181.0,표준,234.0,167.0,151.0,87.0,234.0,18,여
1619.0,48.4,330.0,674.0,18.465100007210545,29.4,1108.0,표준,214.0,163.0,153.0,82.0,217.0,18,여
1638.0,56.6,330.0,693.0,21.095442340863585,30.2,1224.0,표준,230.0,172.0,151.0,98.0,245.0,21,여
1547.0,53.6,340.0,793.0,22.396706681280243,34.0,1134.0,표준이하,213.0,167.0,147.0,92.0,221.0,60,여
1525.0,59.7,336.0,821.0,25.670518677774787,37.6,1175.0,표준이하,225.0,168.0,152.0,88.0,216.0,17,여
1604.0,62.1,355.0,711.0,24.136976760094772,34.5,1248.0,표준이하,230.0,188.0,155.0,93.0,234.0,17,여
1584.0,58.2,320.0,746.0,23.195974900520355,34.9,,표준이하,230.0,164.0,154.0,97.0,239.0,20,여
1560.0,53.3,330.0,718.0,21.9017094017094,31.4,1159.0,표준이하,200.0,173.0,152.0,86.0,229.0,18,여
1660.0,54.8,330.0,655.0,19.886776019741614,30.9,1188.0,표준이하,245.0,178.0,150.0,92.0,242.0,18,여
1606.0,73.8,365.0,986.0,28.613124196467478,32.6,1445.0,표준이하,226.0,187.0,152.0,104.0,244.0,57,여
1553.0,44.6,316.0,603.0,18.492343299158435,17.2,1168.0,표준,230.0,174.0,143.0,95.0,232.0,53,여
1581.0,51.9,316.0,695.0,20.7636460962545,27.1,1187.0,표준,217.0,172.0,150.0,98.0,229.0,37,여
1605.0,64.8,340.0,782.0,25.155035374268493,36.8,1255.0,표준이하,220.0,174.0,149.0,101.0,232.0,36,여
1641.0,51.8,345.0,636.0,19.2359038516741,22.4,1238.0,표준,226.0,172.0,154.0,98.0,247.0,17,여
1610.0,63.2,340.0,740.0,24.381775394467805,30.2,1323.0,표준,238.0,186.0,152.0,96.0,233.0,32,여
1511.0,51.4,325.0,780.0,22.513042453728904,25.8,1194.0,표준,215.0,182.0,143.0,101.0,225.0,67,여
1539.0,49.0,327.0,696.0,20.688015854619824,26.0,1153.0,표준,212.0,176.0,154.0,89.0,229.0,16,여
1604.0,53.2,317.0,695.0,20.67773210365607,22.5,1260.0,표준,230.0,178.0,156.0,94.0,233.0,16,여
1555.0,59.9,354.0,808.0,24.772283164979687,32.3,1246.0,표준이하,221.0,178.0,139.0,94.0,219.0,47,여
1520.0,47.1,306.0,683.0,20.38608033240997,27.2,1111.0,표준,218.0,171.0,150.0,93.0,219.0,30,여
1600.0,53.4,330.0,710.0,20.859374999999996,25.4,1230.0,표준,222.0,176.0,153.0,89.0,233.0,31,여
1685.0,57.4,329.0,751.0,20.21678450985744,24.0,1312.0,표준,226.0,188.0,145.0,98.0,237.0,25,여
1560.0,64.4,370.0,816.0,26.46285338593031,34.3,1284.0,표준이하,230.0,182.0,153.0,97.0,235.0,48,여
1634.0,50.2,310.0,688.0,18.801807969869163,30.9,1120.0,표준이하,233.0,183.0,145.0,87.0,236.0,19,여
1621.0,61.6,343.0,784.0,23.443080694813332,30.3,1298.0,표준,235.0,172.0,159.0,89.0,242.0,23,여
1575.0,55.0,320.0,751.0,22.17183169564122,33.7,1157.0,표준이하,226.0,170.0,155.0,97.0,231.0,35,여
1563.0,61.8,370.0,833.0,25.297087273723083,31.9,1279.0,표준이하,225.0,177.0,154.0,95.0,230.0,48,여
1606.0,55.1,339.0,714.0,21.3629152198558,30.3,1200.0,표준,234.0,171.0,163.0,85.0,229.0,18,여
1580.0,49.6,325.0,640.0,19.86861079955135,26.7,1156.0,표준,208.0,164.0,163.0,90.0,226.0,20,여
1506.0,62.8,354.0,837.0,27.689154845866643,34.2,1263.0,표준이하,204.0,165.0,146.0,92.0,225.0,46,여
1683.0,55.8,332.0,696.0,19.6999882435554,24.1,1285.0,표준,223.0,180.0,151.0,92.0,238.0,36,여
1557.0,62.6,353.0,783.0,25.82242995665875,29.9,1318.0,표준,216.0,168.0,151.0,95.0,227.0,50,여
1600.0,66.2,352.0,745.0,25.859374999999996,38.4,1251.0,표준이하,220.0,185.0,149.0,94.0,235.0,19,여
1527.0,55.8,327.0,760.0,23.930739807241743,34.3,1162.0,표준이하,213.0,166.0,155.0,87.0,211.0,41,여
1541.0,55.6,353.0,700.0,23.413671141513326,28.6,1228.0,표준,230.0,177.0,147.0,91.0,232.0,18,여
1577.0,62.4,343.0,820.0,25.091186760860484,32.3,1283.0,표준이하,227.0,176.0,153.0,91.0,225.0,18,여
1510.0,86.0,390.0,1027.0,37.71764396298408,49.6,1307.0,표준이하,215.0,171.0,164.0,93.0,225.0,38,여
1640.0,65.1,335.0,815.0,24.204342653182625,36.8,1259.0,표준이하,215.0,172.0,150.0,90.0,232.0,43,여
1750.0,71.0,355.0,828.0,23.183673469387756,32.7,1402.0,표준이하,238.0,179.0,155.0,97.0,241.0,18,여
1546.0,42.7,313.0,666.0,17.865241687014358,28.1,1033.0,표준,230.0,181.0,148.0,84.0,225.0,18,여
1570.0,57.3,343.0,722.0,23.246379163454904,31.2,1221.0,표준이하,212.0,183.0,144.0,98.0,242.0,17,여
1695.0,63.4,343.0,715.0,22.067333211510515,30.5,1322.0,표준,238.0,183.0,159.0,101.0,257.0,17,여
1551.0,57.9,343.0,796.0,24.068829369459024,32.3,1217.0,표준이하,232.0,177.0,158.0,97.0,239.0,69,여
1648.0,87.0,365.0,930.0,32.03353284946743,45.0,1403.0,표준이하,230.0,173.0,155.0,96.0,248.0,24,여
1769.0,77.7,375.0,780.0,24.82935014528525,20.6,1702.0,표준,251.0,179.0,166.0,98.0,247.0,42,남
1606.0,61.1,355.0,826.0,23.689185479731204,19.4,1434.0,표준,223.0,187.0,155.0,98.0,235.0,42,남
1780.0,63.5,346.0,756.0,20.04166140638808,15.8,1525.0,표준,238.0,179.0,148.0,95.0,256.0,16,남
1670.0,60.9,354.0,750.0,21.83656638818172,17.9,1450.0,표준,229.0,173.0,161.0,97.0,262.0,18,남
1639.0,58.0,346.0,713.0,21.590867212071828,14.6,1441.0,표준,228.0,190.0,156.0,96.0,226.0,17,남
1790.0,72.0,360.0,842.0,22.47120876377142,25.0,1537.0,표준이하,214.0,181.0,151.0,98.0,244.0,19,남
1722.0,71.4,367.0,812.0,24.078637998923544,15.9,1668.0,표준,240.0,183.0,168.0,101.0,247.0,17,남
1760.0,85.1,395.0,992.0,27.472882231404956,28.7,1682.0,표준이하,230.0,186.0,163.0,103.0,254.0,19,남
1681.0,83.1,420.0,983.0,29.40800725892954,25.2,1712.0,표준이하,245.0,179.0,157.0,99.0,246.0,61,남
1743.0,82.8,400.0,902.0,27.254333290871866,24.8,1716.0,표준이하,238.0,184.0,163.0,106.0,273.0,41,남
1690.0,72.9,401.0,865.0,25.524316375477053,21.2,1611.0,표준,235.0,182.0,172.0,96.0,254.0,46,남
1645.0,65.0,405.0,813.0,24.02047283376909,25.0,1423.0,표준이하,245.0,182.0,158.0,100.0,252.0,45,남
1763.0,62.5,352.0,713.0,20.108301704315302,21.2,1434.0,표준,250.0,182.0,161.0,100.0,248.0,17,남
1741.0,82.9,390.0,865.0,27.349978440035088,27.5,1669.0,표준이하,234.0,189.0,155.0,102.0,257.0,18,남
1724.0,79.0,398.0,846.0,26.579852606305955,18.4,1763.0,표준,240.0,187.0,162.0,104.0,256.0,34,남
1654.0,63.7,360.0,815.0,23.28458070940112,23.5,1422.0,표준이하,252.0,183.0,151.0,99.0,244.0,42,남
1719.0,68.0,368.0,755.0,23.012148045270308,14.3,1629.0,표준,251.0,201.0,157.0,99.0,263.0,18,남
1703.0,57.3,360.0,690.0,19.75719680891963,11.8,1462.0,표준,245.0,179.0,162.0,91.0,246.0,18,남
1649.0,53.7,352.0,703.0,19.748448165472137,16.1,1344.0,표준,235.0,186.0,153.0,89.0,238.0,18,남
1605.0,83.5,415.0,979.0,32.41428169369474,36.6,1514.0,표준이하,244.0,189.0,162.0,91.0,228.0,18,남
1705.0,57.9,350.0,720.0,19.9172693733284,12.8,1461.0,표준,235.0,187.0,161.0,98.0,247.0,25,남
1662.0,65.2,362.0,776.0,23.603997329707294,19.3,1507.0,표준,232.0,187.0,162.0,107.0,251.0,18,남
1800.0,97.4,392.0,988.0,30.061728395061728,28.9,1865.0,표준이하,227.0,178.0,155.0,107.0,274.0,38,남
1653.0,68.2,382.0,843.0,24.9596601387274,20.7,1538.0,표준,235.0,182.0,165.0,105.0,253.0,42,남
1691.0,56.7,352.0,712.0,19.82877312351437,10.6,1465.0,표준,245.0,190.0,151.0,99.0,245.0,16,남
1715.0,52.6,345.0,666.0,17.883704918868837,15.9,1325.0,표준,220.0,175.0,158.0,96.0,247.0,16,남
1710.0,64.4,380.0,763.0,22.023870592660995,13.4,1574.0,표준,232.0,172.0,162.0,98.0,257.0,17,남
1690.0,50.4,340.0,654.0,17.6464409509471,9.3,1357.0,표준,228.0,168.0,162.0,93.0,247.0,18,남
1829.0,87.7,404.0,821.0,26.216347342388787,17.0,1943.0,표준,245.0,187.0,156.0,103.0,270.0,18,남
1704.0,69.2,365.0,780.0,23.832352487381254,16.8,1614.0,표준,245.0,195.0,161.0,100.0,254.0,21,남
1781.0,60.1,340.0,718.0,18.94726952821929,11.2,1523.0,표준,235.0,191.0,152.0,103.0,251.0,19,남
1728.0,70.0,365.0,785.0,23.442858367626886,10.0,1731.0,표준,222.0,178.0,153.0,104.0,238.0,17,남
1816.0,81.8,400.0,860.0,24.803993867530902,24.4,1705.0,표준이하,234.0,183.0,165.0,106.0,284.0,26,남
1706.0,73.7,410.0,855.0,25.322666432108456,20.2,1641.0,표준,215.0,171.0,160.0,110.0,259.0,53,남
1645.0,63.6,378.0,835.0,23.503108803503295,24.8,1404.0,표준이하,240.0,189.0,163.0,98.0,250.0,53,남
1675.0,78.5,393.0,935.0,27.9795054577857,29.0,1574.0,표준이하,235.0,180.0,163.0,103.0,244.0,25,남
1736.0,59.1,360.0,695.0,19.610471660047995,11.8,1495.0,표준,247.0,186.0,154.0,99.0,270.0,16,남
1678.0,55.8,336.0,654.0,19.817564755135876,11.1,1441.0,표준,225.0,181.0,153.0,100.0,244.0,18,남
1675.0,81.1,385.0,870.0,28.90621519269325,28.5,1623.0,표준이하,235.0,183.0,153.0,110.0,260.0,18,남
1739.0,76.4,390.0,834.0,25.263539388800908,24.1,1622.0,표준이하,250.0,188.0,167.0,103.0,259.0,26,남
1747.0,64.3,377.0,796.0,21.068089904059914,17.0,1523.0,표준,228.0,184.0,160.0,108.0,260.0,56,남
1732.0,82.9,395.0,947.0,27.634954584002266,26.2,1692.0,표준이하,230.0,184.0,161.0,108.0,255.0,48,남
1725.0,67.4,375.0,797.0,22.6507036336904,13.4,1631.0,표준,240.0,191.0,156.0,102.0,254.0,23,남
1753.0,78.9,400.0,876.0,25.67516073008572,30.2,1560.0,표준이하,221.0,191.0,156.0,109.0,256.0,24,남
1613.0,55.7,360.0,760.0,21.408510901621167,24.1,1283.0,표준이하,220.0,172.0,156.0,94.0,237.0,53,남
1694.0,56.6,340.0,696.0,19.723755904930105,15.7,1400.0,표준,230.0,176.0,151.0,98.0,247.0,20,남
1806.0,56.8,365.0,674.0,17.414573545300577,13.5,1431.0,표준,242.0,181.0,153.0,98.0,261.0,18,남
1736.0,74.8,372.0,800.0,24.820021661109813,22.9,1616.0,표준,222.0,195.0,151.0,109.0,272.0,17,남
1667.0,67.5,370.0,790.0,24.290282915222594,16.7,1585.0,표준,235.0,169.0,165.0,94.0,245.0,28,남
1786.0,83.0,385.0,890.0,26.02047278258547,23.4,1744.0,표준,235.0,189.0,155.0,106.0,258.0,23,남
1743.0,111.1,465.0,1130.0,36.56952208473266,30.2,2045.0,표준이하,251.0,188.0,168.0,108.0,268.0,29,남
1741.0,75.3,378.0,820.0,24.8426221536145,10.9,1819.0,표준,230.0,186.0,164.0,111.0,267.0,18,남
1724.0,76.0,360.0,835.0,25.570491114927247,23.7,1622.0,표준이하,241.0,186.0,155.0,95.0,254.0,18,남
1823.0,57.8,360.0,671.0,17.392199207481415,8.3,1515.0,표준,230.0,189.0,158.0,95.0,258.0,18,남
1729.0,77.6,415.0,918.0,25.958030280577535,25.5,1618.0,표준이하,228.0,178.0,167.0,101.0,264.0,54,남
1678.0,89.1,430.0,1045.0,31.644175979975028,30.6,1705.0,표준이하,241.0,192.0,172.0,104.0,262.0,45,남
1720.0,74.8,371.0,796.0,25.283937263385617,22.8,1617.0,표준,235.0,194.0,161.0,107.0,255.0,24,남
